t,direction,entry,atr,risk,dist_R,ret_30d,z_R1,z_R2,anchor,anchor_eod,okx_newest_R1,okx_newest_R2,atr_drop,in_off,in_on_R1,in_on_R2
2021-04-18T20:00:00+00:00,short,2195.98,20.32339623534535,101.61698117672674,0.3612585177683639,0.21255190387843448,0.6218746128634977,0.5930926262390226,True,True,2021-04-18T19:00:00+00:00,2021-04-18T18:00:00+00:00,False,False,False,False
2021-05-11T19:30:00+00:00,short,4052.43,35.80164023808254,179.0082011904127,2.806742912664433,0.8804343286698681,-0.34328969895253636,-0.638104547960242,True,True,2021-05-11T18:00:00+00:00,2021-05-11T17:00:00+00:00,False,False,False,False
2021-06-23T06:00:00+00:00,long,2019.08,24.491099746201765,122.45549873100883,0.8241361232923106,-0.23787307446957084,0.49178542923051616,-0.17856099507790174,True,True,2021-06-23T05:00:00+00:00,2021-06-23T04:00:00+00:00,False,False,False,False
2021-06-28T09:00:00+00:00,long,2050.48,17.346743335001747,86.73371667500874,0.8015337364186922,-0.0998731337714388,-2.656068962111551,-0.19205123577332103,True,True,2021-06-28T08:00:00+00:00,2021-06-28T07:00:00+00:00,False,False,False,False
2021-06-28T16:15:00+00:00,long,2107.72,23.65280121788388,118.2640060894194,1.7011092948084992,-0.07474571881351544,-1.1361702135994656,0.2548431981127338,True,True,2021-06-28T15:00:00+00:00,2021-06-28T14:00:00+00:00,False,False,False,False
2021-07-01T03:45:00+00:00,long,2185.4,18.459216312062743,92.29608156031372,0.7688300391564189,-0.17050971104101909,0.10709230458649589,-1.5490612607591587,True,True,2021-07-01T02:00:00+00:00,2021-07-01T01:00:00+00:00,False,False,False,False
2021-07-01T09:45:00+00:00,long,2109.86,19.868000849798456,99.34000424899227,1.0314072439858932,-0.1991816687732243,-1.0315722651328125,-0.12406408028808134,True,True,2021-07-01T08:00:00+00:00,2021-07-01T07:00:00+00:00,False,False,False,False
2021-07-01T16:00:00+00:00,long,2094.82,21.506975420164665,107.53487710082332,1.0926687523884322,-0.2048902502438672,2.383255594235261,0.004281799632677671,True,True,2021-07-01T15:00:00+00:00,2021-07-01T14:00:00+00:00,False,False,False,False
2021-07-04T16:45:00+00:00,long,2353.88,13.928592321113651,69.64296160556826,0.7067476578432076,-0.12469461291606088,-0.37367298967313034,1.6292699357070577,True,True,2021-07-04T15:00:00+00:00,2021-07-04T14:00:00+00:00,False,False,False,False
2021-07-13T06:00:00+00:00,short,1987.96,11.82700408276411,59.135020413820556,3.3163089930069067,-0.20757680242036747,1.0729735958578293,0.48636353924332104,True,True,2021-07-13T05:00:00+00:00,2021-07-13T04:00:00+00:00,False,True,False,False
2021-07-13T12:00:00+00:00,short,1990.85,14.306092172336939,71.5304608616847,2.7820315653326704,-0.20642481594126072,-0.6988944128041515,0.29701246644367624,True,True,2021-07-13T11:00:00+00:00,2021-07-13T10:00:00+00:00,False,True,True,False
2021-07-20T04:30:00+00:00,short,1741.8,14.896075410792976,74.48037705396489,inf,-0.22334685869710613,-0.8169633635143434,1.6969400372646717,True,True,2021-07-20T03:00:00+00:00,2021-07-20T02:00:00+00:00,False,True,True,False
2021-07-20T11:30:00+00:00,short,1753.93,13.392415513968235,66.96207756984117,inf,-0.21793819949168403,1.5212294668770265,1.492438523269367,True,True,2021-07-20T10:00:00+00:00,2021-07-20T09:00:00+00:00,False,True,False,False
2021-07-20T17:45:00+00:00,short,1781.84,14.906328869930276,74.53164434965137,inf,-0.20549337851696614,-0.012180219442385004,4.337844328735029,True,True,2021-07-20T16:00:00+00:00,2021-07-20T15:00:00+00:00,False,True,True,False
2021-07-26T02:00:00+00:00,long,2297.7,27.713139427655122,138.5656971382756,2.0128358299361366,0.256342679672805,-1.653301606159735,-0.9414431122291921,True,True,2021-07-26T01:00:00+00:00,2021-07-26T00:00:00+00:00,False,True,False,False
2021-08-17T03:30:00+00:00,short,3202.18,19.535652163888898,97.67826081944449,4.633374879970286,0.6936836871780223,1.781575992432763,2.0091809646846714,True,True,2021-08-17T02:00:00+00:00,2021-08-17T01:00:00+00:00,False,False,False,False
2021-08-17T22:45:00+00:00,short,3053.74,30.42064915887517,152.10324579437585,1.9995628522691637,0.6151714216199633,0.8979896501361471,1.1149048627567208,True,True,2021-08-17T21:00:00+00:00,2021-08-17T20:00:00+00:00,False,False,False,False
2021-08-18T05:15:00+00:00,short,3063.28,26.06147053286438,130.3073526643219,2.407231776153532,0.6846018477782667,1.168283766069468,0.8378924429825808,True,True,2021-08-18T04:00:00+00:00,2021-08-18T03:00:00+00:00,False,False,False,False
2021-08-18T12:15:00+00:00,short,3030.14,23.173022226894318,115.86511113447159,2.4212638062756335,0.6663770347558291,2.3115555861470978,0.9221792856625973,True,True,2021-08-18T11:00:00+00:00,2021-08-18T10:00:00+00:00,False,False,False,False
2021-09-01T14:45:00+00:00,long,3531.18,17.968008657453847,89.84004328726924,inf,0.35445266561568634,-0.06205969584595587,-0.5882713537948316,True,True,2021-09-01T13:00:00+00:00,2021-09-01T12:00:00+00:00,False,True,False,False
2021-09-20T16:00:00+00:00,short,3082.24,39.02431197748093,195.12155988740463,1.704783419074502,-0.04468137862633281,1.8463155663619628,2.191299410211894,True,True,2021-09-20T15:00:00+00:00,2021-09-20T14:00:00+00:00,False,False,False,False
2021-09-20T22:00:00+00:00,short,3038.83,33.25205265055595,166.26026325277977,1.7396219297467297,-0.058136002975452516,0.3521018758091327,1.4100614753925895,True,True,2021-09-20T21:00:00+00:00,2021-09-20T20:00:00+00:00,False,False,False,False
2021-10-19T16:45:00+00:00,short,3808.49,25.713141879657968,128.56570939828984,9.260323033039139,0.1441304765795861,0.5592601127907705,-0.49071690522011296,True,True,2021-10-19T15:00:00+00:00,2021-10-19T14:00:00+00:00,False,False,False,False
2021-10-19T23:45:00+00:00,short,3881.48,19.373127581691257,96.86563790845628,0.601658144811664,0.16605782402845537,0.14758108770248704,-0.3720592818983381,True,True,2021-10-19T22:00:00+00:00,2021-10-19T21:00:00+00:00,False,False,False,False
2021-10-22T07:30:00+00:00,short,4146.77,22.0920245741616,110.460122870808,0.5809336286458101,0.3478330115516379,3.4948675112701273,2.2682705457777543,True,True,2021-10-22T06:00:00+00:00,2021-10-22T05:00:00+00:00,False,False,False,False
2021-10-22T15:30:00+00:00,short,3994.09,30.664615272383585,153.3230763619179,1.114574557561158,0.2982071234016552,0.9125608656562905,0.5061094873388368,True,True,2021-10-22T14:00:00+00:00,2021-10-22T13:00:00+00:00,False,False,False,False
2021-10-23T04:00:00+00:00,short,4044.74,17.9625775327423,89.8128876637115,2.466683855322828,0.2837591646300821,-0.4828329835270279,0.20290322011779455,True,True,2021-10-23T03:00:00+00:00,2021-10-23T02:00:00+00:00,False,False,False,False
2021-10-23T11:00:00+00:00,short,3998.65,22.275163732293638,111.37581866146819,1.5752970627608893,0.2691306693750597,1.1014052442676803,1.2579181328934463,True,True,2021-10-23T10:00:00+00:00,2021-10-23T09:00:00+00:00,False,False,False,False
2021-11-16T06:45:00+00:00,short,4338.37,38.971552144120935,194.8577607206047,2.64382592766563,0.12655381315550973,-1.2351530154611357,-0.4434830423039276,True,True,2021-11-16T05:00:00+00:00,2021-11-16T04:00:00+00:00,False,False,False,False
2021-11-16T13:15:00+00:00,short,4254.92,39.16925182115159,195.84625910575795,2.2043821616570645,0.10488417324286359,2.0278069203187616,-0.044925457255978074,True,True,2021-11-16T12:00:00+00:00,2021-11-16T11:00:00+00:00,False,False,False,False
2021-11-16T20:00:00+00:00,short,4242.23,31.44294473760177,157.21472368800886,2.6653356007008657,0.10158893381216849,1.6269705634461373,0.24589365875075164,True,True,2021-11-16T19:00:00+00:00,2021-11-16T18:00:00+00:00,False,False,False,False
2021-11-27T04:00:00+00:00,short,4111.06,25.037368470295906,125.18684235147953,0.21296167791458978,-0.04147858688353345,0.6097359547486675,0.10858329857366733,True,True,2021-11-27T03:00:00+00:00,2021-11-27T02:00:00+00:00,False,False,False,False
2021-11-27T10:15:00+00:00,short,4126.84,22.708626907994095,113.54313453997048,0.37377865400624416,-0.03779937327464,0.95106524041563,0.629364676189765,True,True,2021-11-27T09:00:00+00:00,2021-11-27T08:00:00+00:00,False,False,False,False
2021-12-04T13:00:00+00:00,short,3924.61,49.454904726741646,247.2745236337082,inf,-0.13466596992086644,1.8491758156071283,2.220445171768967,True,True,2021-12-04T12:00:00+00:00,2021-12-04T11:00:00+00:00,False,True,False,False
2022-01-25T06:15:00+00:00,long,2371.32,18.91169027819057,94.55845139095285,5.190228824400529,-0.4162531017369726,0.21740040658424656,0.792286772712077,True,True,2022-01-25T05:00:00+00:00,2022-01-25T04:00:00+00:00,False,True,True,True
2022-01-25T12:45:00+00:00,long,2436.71,21.68686652970652,108.4343326485326,3.923019486630801,-0.40015607152703925,-0.7596728433716906,-0.2559884926068991,True,True,2022-01-25T11:00:00+00:00,2022-01-25T10:00:00+00:00,False,True,False,False
2022-01-27T05:30:00+00:00,long,2392.28,25.602036956455418,128.0101847822771,0.64619858287598,-0.36912280886816673,-0.3438736284575191,0.7798847229837776,True,True,2022-01-27T04:00:00+00:00,2022-01-27T03:00:00+00:00,False,False,False,False
2022-01-27T12:15:00+00:00,long,2450.42,18.580982992816924,92.90491496408463,0.26457157847356205,-0.3537904899538237,1.86774646620687,0.7030654864906507,True,True,2022-01-27T11:00:00+00:00,2022-01-27T10:00:00+00:00,False,False,False,False
2022-02-01T06:00:00+00:00,long,2720.55,14.923266563596652,74.61633281798326,1.8970377483612382,-0.2889700251685088,-0.35694086735320213,-1.6577906597894652,True,True,2022-02-01T05:00:00+00:00,2022-02-01T04:00:00+00:00,False,False,False,False
2022-02-01T19:45:00+00:00,long,2749.55,21.040562285478206,105.20281142739103,1.0698383291560567,-0.281390723457416,-0.7823381070783573,-0.2563008897816231,True,True,2022-02-01T18:00:00+00:00,2022-02-01T17:00:00+00:00,False,False,False,False
2022-02-05T04:30:00+00:00,long,3015.72,20.090648912436798,100.45324456218398,1.6652523343479282,-0.11422193502907829,-1.6629877825716368,-0.8370619464641612,True,True,2022-02-05T03:00:00+00:00,2022-02-05T02:00:00+00:00,False,False,False,False
2022-02-05T11:15:00+00:00,long,3010.14,16.28844589865457,81.44222949327285,2.122486099355598,-0.11586089408447398,-1.1609594289035392,0.5106029251726869,True,True,2022-02-05T10:00:00+00:00,2022-02-05T09:00:00+00:00,False,True,False,True
2022-02-20T01:15:00+00:00,short,2723.63,13.785978464216866,68.92989232108432,1.85188161045414,0.06105395202792474,0.01889292596841915,0.05457594508380384,True,True,2022-02-20T00:00:00+00:00,2022-02-19T23:00:00+00:00,False,False,False,False
2022-02-20T07:15:00+00:00,short,2644.49,18.331836435797943,91.65918217898971,0.5292432121559919,0.03022310871826428,0.5376077426139473,1.8871848983077895,True,True,2022-02-20T06:00:00+00:00,2022-02-20T05:00:00+00:00,False,False,False,False
2022-03-05T03:15:00+00:00,short,2621.54,14.500967421216181,72.50483710608091,2.283158015482477,-0.02703043754198564,1.1548139414315417,-0.44407132698877216,True,True,2022-03-05T02:00:00+00:00,2022-03-05T01:00:00+00:00,False,True,False,True
2022-03-08T10:45:00+00:00,short,2596.8,17.908274947485975,89.54137473742988,0.5797319971043622,-0.14977768755770626,-0.994364039472841,-0.7111652167591219,True,True,2022-03-08T09:00:00+00:00,2022-03-08T08:00:00+00:00,False,False,False,False
2022-03-08T16:45:00+00:00,short,2539.83,24.167163789781142,120.83581894890571,inf,-0.16843032354809362,0.42362785045892226,0.43789378424373676,True,True,2022-03-08T15:00:00+00:00,2022-03-08T14:00:00+00:00,False,True,False,False
2022-03-19T05:45:00+00:00,long,2933.53,10.366277685644954,51.83138842822477,2.477649237157393,0.014781375397813656,0.3244572015130045,-0.566201969782192,True,True,2022-03-19T04:00:00+00:00,2022-03-19T03:00:00+00:00,False,True,True,False
2022-06-11T02:45:00+00:00,short,1672.75,8.05416217686428,40.2708108843214,inf,-0.14646031697435424,1.6380307792451059,1.5133427918932874,True,True,2022-06-11T01:00:00+00:00,2022-06-11T00:00:00+00:00,False,True,False,False
2022-06-11T10:00:00+00:00,short,1598.36,16.70798932439139,83.53994662195696,inf,-0.18441865923726142,-0.773792775692488,-10.786503502809742,True,True,2022-06-11T09:00:00+00:00,2022-06-11T08:00:00+00:00,False,True,True,True
2022-06-11T16:00:00+00:00,short,1525.52,19.461411781996556,97.30705890998279,inf,-0.2215860963985753,-1.0195944528441732,0.11332681309582923,True,True,2022-06-11T15:00:00+00:00,2022-06-11T14:00:00+00:00,False,True,True,False
2022-06-20T09:15:00+00:00,long,1127.13,14.880691635277508,74.40345817638755,5.153255095899304,-0.4289948022736253,-0.9246189213417676,-0.10154279388970079,True,True,2022-06-20T08:00:00+00:00,2022-06-20T07:00:00+00:00,False,True,False,False
2022-06-20T15:15:00+00:00,long,1126.0,15.27719090989068,76.3859545494534,5.034302474429858,-0.4295672614162538,-0.2511717855972867,-0.7220465834931439,True,True,2022-06-20T14:00:00+00:00,2022-06-20T13:00:00+00:00,False,True,False,False
2022-06-20T21:30:00+00:00,long,1113.37,12.345687979779099,61.728439898895495,6.434311326360069,-0.4359656321874019,1.0835200425198799,-0.7200706396618012,True,True,2022-06-20T20:00:00+00:00,2022-06-20T19:00:00+00:00,False,True,True,False
2022-06-25T04:15:00+00:00,long,1214.77,9.02096558698136,45.1048279349068,6.557612866340072,-0.32174403412580543,-0.4019197638390968,0.37294961489981804,True,True,2022-06-25T03:00:00+00:00,2022-06-25T02:00:00+00:00,False,True,False,True
2022-06-25T10:15:00+00:00,long,1221.21,8.328306020186362,41.64153010093181,6.948351784833319,-0.318148317718395,-0.4309855692009811,0.31416979207537976,True,True,2022-06-25T09:00:00+00:00,2022-06-25T08:00:00+00:00,False,True,False,True
2022-06-25T17:00:00+00:00,long,1190.37,8.929088078636282,44.64544039318141,0.710710874852207,-0.33536755591785694,-0.7337451813881383,1.2483425875308756,True,True,2022-06-25T16:00:00+00:00,2022-06-25T15:00:00+00:00,False,False,False,False
2022-07-16T17:30:00+00:00,long,1355.59,22.03244432151585,110.16222160757926,1.4066528228887738,0.2695524317034568,-0.9533649723105421,-1.4644955240241277,True,True,2022-07-16T16:00:00+00:00,2022-07-16T15:00:00+00:00,False,False,False,False
2022-07-17T00:15:00+00:00,long,1362.92,16.627678140853302,83.13839070426651,1.7757139481462656,0.2550023480879198,-1.929907628857959,-0.7537450149611451,True,True,2022-07-16T23:00:00+00:00,2022-07-16T22:00:00+00:00,False,False,False,False
2022-07-17T07:30:00+00:00,long,1361.4,11.048193183049126,55.240965915245624,2.699988994197454,0.2536027035239736,-1.3171261796454001,-0.7560003181052787,True,True,2022-07-17T06:00:00+00:00,2022-07-17T05:00:00+00:00,False,True,False,False
2022-07-17T13:30:00+00:00,long,1351.44,13.323167996962226,66.61583998481113,2.3884709708123184,0.24443134835495717,0.47058865341225553,1.4553605898166175,True,True,2022-07-17T12:00:00+00:00,2022-07-17T11:00:00+00:00,False,True,True,True
2022-07-18T01:30:00+00:00,long,1355.37,11.093127002780529,55.46563501390264,2.797768383271979,0.3634278586445894,-0.45845257284183527,-0.8867390249487459,True,True,2022-07-18T00:00:00+00:00,2022-07-17T23:00:00+00:00,False,True,False,False
2022-07-18T07:30:00+00:00,long,1457.0,14.187426947813615,70.93713473906807,0.7548937548291996,0.46566206279109523,-1.1334564513417196,0.6650656718393871,True,True,2022-07-18T06:00:00+00:00,2022-07-18T05:00:00+00:00,False,False,False,False
2022-07-18T13:30:00+00:00,long,1479.44,15.745422304517673,78.72711152258836,3.085976295857024,0.4882354716373769,-1.7285200304816533,-0.9594869347571916,True,True,2022-07-18T12:00:00+00:00,2022-07-18T11:00:00+00:00,False,True,False,False
2022-07-18T19:30:00+00:00,long,1467.4,16.1981557208986,80.990778604493,3.1483831171102525,0.4761238922029194,0.3119337273626152,-0.4647458866981531,True,True,2022-07-18T18:00:00+00:00,2022-07-18T17:00:00+00:00,False,True,True,False
2022-07-28T10:45:00+00:00,long,1621.04,10.921360685263709,54.60680342631854,0.4061764946546952,0.41761259291648445,-0.3533132332204427,-0.8684703673131825,True,True,2022-07-28T09:00:00+00:00,2022-07-28T08:00:00+00:00,False,False,False,False
2022-07-28T23:00:00+00:00,long,1735.57,16.60486461279243,83.02432306396214,2.6205573495899954,0.5177700043725404,-0.875043363480017,-0.15416957283792826,True,True,2022-07-28T22:00:00+00:00,2022-07-28T21:00:00+00:00,False,True,False,False
