asset,t,direction,entry,risk,R,R18,cost_R,kind,exit_bar_ts,exit_price,missing,max_consecutive_missing,in_on_R1,in_on_R2,z_R1,z_R2,entry_ts,entry_day
BTC,2023-10-18T12:45:00+00:00,long,28315.7,397.0166497368856,3.5537156966465626,3.4966587444632915,0.07132119022908898,tif,2023-10-21T12:45:00+00:00,29754.9,0,0,True,False,1.2304446644858984,-0.6765437930074276,1697634000,2023-10-18
BTC,2023-10-20T16:45:00+00:00,long,29478.5,631.0130920472641,2.6774745584414146,2.6401016413067038,0.04671614641838842,tif,2023-10-23T16:45:00+00:00,31197.5,0,0,True,True,0.24922597587196382,0.18080697160593034,1697821200,2023-10-20
BTC,2023-10-23T16:15:00+00:00,long,30793.0,674.4028026632344,5.954340343962988,5.917812619133379,0.04565965603701176,target,2023-10-23T22:30:00+00:00,34839.416815979406,0,0,False,False,-0.4587495368613294,-0.33321112127357255,1698078600,2023-10-23
BTC,2023-11-29T12:45:00+00:00,long,38147.9,622.9860194799766,-1.0612339583990074,-1.1102211251182132,0.06123395839900724,stop,2023-11-30T14:00:00+00:00,37524.913980520025,0,0,False,False,-1.0062644901961497,-0.666829611787885,1701262800,2023-11-29
BTC,2023-12-02T20:00:00+00:00,long,39376.2,824.0187442757109,5.202095012738844,5.163866561967753,0.04778556346386338,tif,2023-12-05T20:00:00+00:00,43702.2,0,0,True,True,0.5210199322929595,1.1629447834953812,1701548100,2023-12-02
BTC,2023-12-03T02:15:00+00:00,long,39404.4,500.99899356244816,5.9213483449940565,5.858427020989299,0.07865165500594634,target,2023-12-04T22:15:00+00:00,42410.39396137469,0,0,True,True,0.30568024642947833,0.30428004004919984,1701570600,2023-12-03
BTC,2023-12-03T09:15:00+00:00,long,39419.3,271.74216662492535,5.854938596797142,5.7388894742348455,0.14506140320287084,target,2023-12-04T05:00:00+00:00,41049.75299974956,0,0,False,False,-0.885699961034074,-1.26264855510103,1701595800,2023-12-03
BTC,2023-12-03T23:15:00+00:00,long,39852.3,774.9280252054097,5.948572901348567,5.9074312224274195,0.051427098651434605,target,2023-12-05T22:15:00+00:00,44501.86815123246,0,0,False,True,-1.3216138135100972,0.1661811946005794,1701646200,2023-12-03
BTC,2024-01-09T00:15:00+00:00,long,46905.4,1245.8607861600644,-1.0376489897756285,-1.0677681815961335,0.03764898977563111,stop,2024-01-09T12:45:00+00:00,45659.53921383994,0,0,True,True,0.07115678457182308,0.31398796164050147,1704760200,2024-01-09
BTC,2024-01-09T16:15:00+00:00,long,46797.9,1403.3054059771885,-1.0333483358652162,-1.0600270045573887,0.03334833586521559,stop,2024-01-09T21:15:00+00:00,45394.59459402281,0,0,False,True,-0.15786923930179367,0.09397009417534076,1704817800,2024-01-09
BTC,2024-01-13T05:15:00+00:00,short,42957.1,1085.6156319894126,0.029607992969939115,-0.002047483413561549,0.039569345479375836,tif,2024-01-16T05:15:00+00:00,42882.0,0,0,True,True,-1.4071739389204316,-1.02273689505324,1705123800,2024-01-13
BTC,2024-01-13T13:15:00+00:00,short,42788.0,783.4854566862928,-0.30809506154834754,-0.35178495994770714,0.05461237299919952,tif,2024-01-16T13:15:00+00:00,42986.6,0,0,True,True,-0.2154412481848264,-0.07510168710016954,1705152600,2024-01-13
BTC,2024-02-08T04:30:00+00:00,long,44501.7,637.236142373209,5.930164507251161,5.874296113052092,0.06983549274883528,target,2024-02-11T03:30:00+00:00,48325.11685423925,0,0,True,True,0.5766051219845203,0.23577185026768366,1707367500,2024-02-08
BTC,2024-02-10T07:45:00+00:00,long,47130.5,459.3862710817922,5.89740551042369,5.815329918762644,0.10259448957630815,target,2024-02-12T15:45:00+00:00,49886.81762649075,0,0,True,True,1.2373187259989484,1.9393657504841726,1707552000,2024-02-10
BTC,2024-02-12T16:30:00+00:00,long,49566.9,1369.661284595177,2.0118354304030985,1.9828840973647845,0.03618916629789255,tif,2024-02-15T16:30:00+00:00,52372.0,0,0,False,False,-0.8528295964515114,-3.3519902180261023,1707756300,2024-02-12
BTC,2024-02-12T22:30:00+00:00,long,50059.8,1122.5238752352252,-1.0445957552479745,-1.0802723594463557,0.044595755247976314,stop,2024-02-13T14:15:00+00:00,48937.27612476478,0,0,False,False,-2.2200278629609462,-2.357817086791743,1707777900,2024-02-12
BTC,2024-02-15T15:00:00+00:00,long,52419.7,1167.2938588226302,-1.0449070297113303,-1.0808326534803938,0.044907029711329226,stop,2024-02-17T13:30:00+00:00,51252.406141177365,0,0,False,False,-1.8615690614938198,-1.7914715664625296,1708010100,2024-02-15
