seed,trades,mean_bp_gross,mean_bp_db
142,735,10.485917125835421,-1.0698321553021013
143,735,6.1037262102140195,-5.301210125485014
144,735,6.686306349921563,-4.7895678741128265
145,735,10.548165653589109,-0.8821410942006856
146,735,4.513720520180015,-7.022167838376108
147,735,4.605305365007254,-6.983239568681055
148,735,6.2439684619863085,-5.359865345555467
149,735,6.8986487039520465,-4.60153577519589
150,735,0.9307965293798051,-10.584855271689834
151,735,8.411081781813907,-3.0248114849354963
152,735,4.386391894175116,-7.124365881762709
153,735,0.044611107697279,-11.556572701666152
154,735,13.160771365852208,1.7860788836315076
155,735,-1.9205797510081328,-13.378181455031646
156,735,6.28122235808698,-5.234109057384557
157,735,10.212974246160398,-1.357728032177242
158,735,9.866352445134734,-1.7339352449165806
159,735,6.764749795707673,-4.689362241763724
160,735,5.962345689837108,-5.600674195639064
161,735,10.429273929698669,-1.1549356651193503
162,735,6.77802930015604,-4.808901411469366
163,735,13.575768066110129,2.0950594673167178
164,735,5.372258018470542,-6.037591911082833
165,735,11.445578717097687,-0.06963191300932596
166,735,8.116161341977504,-3.3481210889377304
167,735,7.865591449183204,-3.5976255319366754
168,735,12.69952310077304,1.2117031342913456
169,735,11.831139004458796,0.2547743815207004
170,735,1.130784106920329,-10.288206862968774
171,735,2.433919890035306,-8.964496385611916
172,735,0.3088727563250557,-11.302476353761184
173,735,5.688826659604139,-5.952555047671765
174,735,6.997188086388652,-4.631316051675474
175,735,8.669854835199489,-2.925795369127537
176,735,6.269272314406785,-5.219160160810582
177,735,3.4099217295423037,-8.010565783978183
178,735,16.55143099611494,4.978356584135342
179,735,5.154649954893075,-6.270191028735217
180,735,7.204851887542687,-4.329231468597812
181,735,17.182514046091814,5.685538467971745
182,735,10.00674007266703,-1.597586555387319
183,735,2.3058101603400796,-9.225925137892716
184,735,2.0388000061265705,-9.323258639802468
185,735,5.037912428776989,-6.636142976861035
186,735,4.967487342820401,-6.6278221432981415
187,735,9.76649631505323,-1.7189395372025074
188,735,4.912115325927233,-6.4342968126948366
189,735,7.984455002253919,-3.4392233532720575
190,735,6.622636344036852,-4.930197753283815
191,735,7.055508815521515,-4.549650938367292
192,735,8.382178635387081,-3.1178909786309785
193,735,12.2186876856408,0.614933297867608
194,735,5.108470123840966,-6.33516730415366
195,735,3.421575039594892,-8.048146992504488
196,735,4.473522018679101,-7.06624451272296
197,735,8.424653229944267,-3.2038054985200732
198,735,11.729196262080249,0.0868237158085074
199,735,10.210883023897983,-1.2854926922278296
200,735,6.311640137306288,-5.1980657327298925
201,735,14.921565445991561,3.3602591383129705
202,735,-2.6529603551922003,-14.189437840466526
203,735,8.914237485396734,-2.687732192153581
204,735,-0.4726462922514977,-12.028506747572195
205,735,13.604716023268772,2.129061758190002
206,735,2.796709392495151,-8.730371849678079
207,735,2.0968428552331804,-9.499158906773074
208,735,14.012870753247658,2.326868400733904
209,735,14.331697764224277,2.7204134804265827
210,735,11.017407539223525,-0.47291468612701076
211,735,5.436135639727242,-6.194111417067132
212,735,6.351160454067886,-5.202226434234944
213,735,6.434273829061772,-5.134543860049337
214,735,3.1366797835731446,-8.415229041101147
215,735,7.409407304053274,-4.123712979379247
216,735,-3.9059150985037916,-15.392210806768237
217,735,4.421386328539816,-7.267284466031147
218,735,10.866364378135216,-0.7089323024200072
219,735,2.010403182951584,-9.519736053684206
220,735,14.838045953994389,3.2530964480027085
221,735,10.952502055933925,-0.5588563181119406
222,735,6.280509474292441,-5.155149141442461
223,735,14.457038304730391,2.9571357024202802
224,735,1.4539748592190898,-10.044905188763789
225,735,7.753709859738993,-3.7146781536172253
226,735,3.796883718286933,-7.830428794171761
227,735,4.8790570297468365,-6.571551779905063
228,735,0.9946271519627772,-10.522371528548115
229,735,3.4167424650358162,-8.03336515279382
230,735,10.06096254305242,-1.4239827441355764
231,735,16.287591430419905,4.806847317879312
232,735,0.9352033166256333,-10.70628273097199
233,735,11.485576110635911,-0.12178391670230718
234,735,14.736044647453564,3.3904685596822994
235,735,7.167256020273714,-4.411254932385834
236,735,3.1792359825460488,-8.33112599575203
237,735,8.228753627722092,-3.349287935019525
238,735,3.387324196016391,-8.080608866559563
239,735,4.922810841710734,-6.558992144524441
240,735,9.09021616409162,-2.4746363171873402
241,735,10.804872376198745,-0.6592162977410735
