arm,entry_date,exit_date,exit_reason,entry_price,fr_7d_avg_pct,funding_pct,cost_pct,net_pct,resizes
rule,2020-09-27,2020-11-01,neg_streak=3d,10728.6,0.0033782857142857147,0.6355860000000007,0.24000000000000002,0.39558600000000066,0
rule,2020-11-07,2021-05-25,neg_streak=3d,15579.92,0.00038299999999999966,25.872532000000103,1.0800000000000005,24.7925320000001,14
rule,2021-05-26,2021-06-24,neg_streak=3d,38324.72,0.0014984285714285726,0.4729790000000004,0.24000000000000002,0.2329790000000004,0
rule,2021-07-05,2021-07-22,neg_streak=3d,35286.51,0.010893000000000002,-0.167256,0.24000000000000002,-0.407256,0
rule,2021-08-01,2022-01-15,neg_streak=3d,41461.83,0.002239285714285715,7.307953499999963,0.8400000000000002,6.467953499999963,10
rule,2022-01-16,2022-02-24,neg_streak=3d,43084.29,0.011078571428571429,0.42339300000000013,0.24000000000000002,0.1833930000000001,0
rule,2022-02-27,2022-03-14,neg_streak=3d,39116.72,0.00021099999999999965,0.11097099999999997,0.24000000000000002,-0.12902900000000006,0
rule,2022-03-16,2022-04-25,neg_streak=3d,39280.33,0.002634428571428572,0.5656400000000001,0.24000000000000002,0.32564000000000015,0
rule,2022-05-02,2022-06-17,neg_streak=3d,38468.35,0.004817428571428572,0.6018040000000004,0.24000000000000002,0.36180400000000046,0
rule,2022-06-22,2022-08-23,neg_streak=3d,20723.52,0.003710571428571428,0.9032100000000005,0.24000000000000002,0.6632100000000005,0
rule,2022-09-05,2022-11-12,neg_streak=3d,20000.3,0.0023274285714285714,0.6362830000000006,0.24000000000000002,0.3962830000000006,0
rule,2022-11-24,2023-08-22,neg_streak=3d,16603.11,0.0046630000000000005,5.014846499999969,0.48000000000000004,4.5348464999999685,4
rule,2023-08-23,2023-09-21,neg_streak=3d,26056.0,0.008403428571428572,0.11286499999999997,0.24000000000000002,-0.12713500000000005,0
rule,2023-09-24,2023-10-20,neg_streak=3d,26575.96,0.0015135714285714286,0.11835899999999999,0.24000000000000002,-0.12164100000000003,0
rule,2023-10-22,2024-08-17,neg_streak=3d,29909.8,0.0004245714285714288,10.18041599999994,1.3200000000000007,8.86041599999994,18
rule,2024-08-28,2024-09-10,neg_streak=3d,59415.0,0.00046971428571428565,-0.001146000000000016,0.24000000000000002,-0.24114600000000003,0
rule,2024-09-19,2025-04-28,neg_streak=3d,61759.99,0.003105,4.59754149999998,0.8400000000000002,3.7575414999999794,10
rule,2025-05-10,2025-10-15,neg_streak=3d,102971.99,0.006973,2.5466029999999966,0.6000000000000001,1.9466029999999965,6
rule,2025-10-25,2026-02-09,neg_streak=3d,111004.89,0.0010187142857142856,1.3618440000000012,0.24000000000000002,1.1218440000000012,0
rule,2026-02-18,2026-03-09,neg_streak=3d,67503.52,0.0012825714285714285,0.012636000000000001,0.24000000000000002,-0.227364,0
rule,2026-03-26,2026-03-30,neg_streak=3d,71336.53,0.0001518571428571432,-0.026518,0.24000000000000002,-0.26651800000000003,0
rule,2026-04-06,2026-04-14,neg_streak=3d,69034.18,0.0010247142857142857,-0.011709000000000008,0.24000000000000002,-0.251709,0
rule,2026-05-14,2026-06-17,neg_streak=3d,79313.61,0.003897857142857143,0.28906699999999996,0.6000000000000001,-0.3109330000000001,6
rule,2026-06-21,2026-09-09,end_of_sample_mark,64298.01,0.0007139999999999999,1.3524839999999994,0.6000000000000001,0.7524839999999993,6
