date,side,exit_reason,risk_bp,gross_bp,mfe_bp,mae_bp,minutes_to_mfe,minutes_held,gave_back_bp,move_after_4h_bp,move_after_12h_bp,move_after_24h_bp
2020-02-21,-1,stop,31.144295025163693,-31.144295025163693,35.001237521655284,-31.144295025163693,15,46,66.14553254681897,,,
2020-02-24,-1,time,87.80400700707942,145.4061448437728,263.7917251188639,-41.6340411907107,193,360,118.38558027509109,-23.56217859844131,41.81876210306811,270.86243115297714
2020-02-25,-1,time,143.61896694453606,11.700860130870494,68.53666519068972,-124.85908699065405,57,297,56.83580505981922,19.12352642961109,143.03071529261732,563.9087290127852
2020-02-26,-1,time,124.40727293779945,189.52792260785588,413.93753360967116,-4.6761280323843115,38,293,224.40961100181528,177.70399886882097,20.36342421722068,-86.16322581579088
2020-02-27,1,time,60.024577524519366,12.30002601928589,112.6038096289372,-56.35259173487886,103,358,100.3037836096513,-31.301989292670637,-200.1344892954859,-296.8789247164084
2020-02-28,1,stop,88.89120105434678,-88.89120105434678,106.39429357564903,-88.89120105434678,67,159,195.2854946299958,,,
2020-03-02,-1,stop,58.95966185898384,-58.95966185898384,69.6538807566293,-58.95966185898384,54,151,128.61354261561314,,,
2020-03-03,1,stop,101.50131921022546,-101.50131921022546,107.36700189725154,-101.50131921022546,3,13,208.86832110747702,,,
2020-03-04,-1,time,51.58274073090581,30.450530480294574,75.84013700449202,-49.31612229665677,15,369,45.38960652419745,-181.58132123249186,-251.98386350835995,-468.5832947931882
2020-03-05,-1,stop,28.565116535955575,-28.565116535955575,28.719761405059096,-28.565116535955575,19,65,57.28487794101467,,,
2020-03-06,-1,stop,39.11516815222876,-39.11516815222876,60.249265488139926,-39.11516815222876,71,279,99.36443364036869,,,
2020-03-09,-1,stop,115.60148311081048,-115.60148311081048,34.971225634193225,-115.60148311081048,3,7,150.5727087450037,,,
2020-03-10,-1,time,152.64671211431337,39.755256313501306,353.7057711858595,-43.272979024642275,54,294,313.95051487235816,107.86435561432317,148.41796034453782,187.49961018143765
2020-03-11,-1,time,54.60297890009437,21.461632714406633,328.5221914555958,-17.55141239195914,273,374,307.0605587411892,-132.488963498667,556.6268681809954,2294.0638524968094
2020-03-12,-1,stop,439.72120939462275,-439.72120939462275,41.27454108883193,-439.72120939462275,0,13,480.9957504834547,,,
2020-03-13,-1,time,705.8779232282221,321.3377058115834,1502.6778142150968,-542.7168294392809,290,361,1181.3401084035133,-307.9441522884688,-180.91158640993532,24.31279595360559
2020-03-16,1,time,808.318256595817,121.96772962794311,666.535386231143,-240.3662724151093,122,362,544.5676566031999,189.9258675790641,836.4820125290764,897.3428019347436
2020-03-17,-1,stop,315.73275235457345,-315.73275235457345,202.53493335090704,-315.73275235457345,6,93,518.2676857054805,,,
2020-03-18,1,time,421.47716778801816,32.698215261678925,158.11989973803665,-326.22830327359145,10,366,125.42168447635773,125.30860707487567,157.42258909556875,1665.1024292795091
2020-03-19,1,time,200.81328177053572,658.8166200723995,918.1703907736486,-144.79712603806715,238,368,259.3537707012491,-81.67162374727889,180.32668649498794,-36.405349525699805
2020-03-20,-1,stop,177.63441591460983,-177.63441591460983,12.411070736920456,-177.63441591460983,0,17,190.0454866515303,,,
2020-03-23,1,time,236.13214872140807,-34.55825261255339,151.08893499484495,-217.4528722172016,178,360,185.64718760739834,318.0409353003327,478.755902905949,687.1555312297139
2020-03-24,-1,time,134.03993298003303,-42.79497860251032,314.8348425825792,-112.66494366752767,83,373,357.6298211850895,-68.4899657550169,33.29998335000805,116.35494182252866
2020-03-25,-1,time,390.7235185854414,-90.78862900631124,69.09023816385624,-216.3739747395959,3,359,159.8788671701675,-85.29922584166975,44.64714573907913,-54.02487614534154
2020-03-27,-1,stop,79.23920630020967,-79.23920630020967,9.1540975230708,-79.23920630020967,0,77,88.39330382328048,,,
2020-03-30,-1,stop,59.851355382496905,-59.851355382496905,67.0868320671245,-59.851355382496905,7,68,126.93818744962141,,,
2020-03-31,-1,stop,54.107560405300134,-54.107560405300134,34.54403741231466,-54.107560405300134,2,20,88.6515978176148,,,
2020-04-01,1,stop,138.14739567644372,-138.14739567644372,22.175364836024308,-138.14739567644372,1,130,160.32276051246802,,,
2020-04-02,-1,stop,60.662538055450604,-60.662538055450604,13.209143260396873,-60.662538055450604,4,40,73.87168131584748,,,
2020-04-03,-1,time,41.387754983327156,162.0462943707713,401.99638475197196,-11.648486205777283,152,370,239.95009038120065,51.18935261465589,57.20991851876649,34.34921899881172
2020-04-07,-1,time,58.097115290377076,84.43683367999182,126.96152631521568,-47.928758888804246,63,369,42.52469263522386,124.40242189286654,-48.03765694932969,-25.754391314290793
2020-04-08,-1,stop,53.61287370515901,-53.61287370515901,87.82036793040561,-53.61287370515901,10,103,141.43324163556463,,,
2020-04-09,1,stop,57.87856827992409,-57.87856827992409,24.00575373836068,-57.87856827992409,16,19,81.88432201828476,,,
2020-04-13,-1,stop,133.8904302305583,-133.8904302305583,48.091872684842265,-133.8904302305583,0,11,181.98230291540057,,,
2020-04-14,1,stop,48.80626439000864,-48.80626439000864,83.53100693043143,-48.80626439000864,10,30,132.33727132044007,,,
2020-04-15,-1,stop,47.9389099186473,-47.9389099186473,0.7597527675115092,-47.9389099186473,0,35,48.698662686158805,,,
2020-04-16,-1,stop,75.42995646842567,-75.42995646842567,40.4589251159752,-75.42995646842567,9,115,115.88888158440088,,,
2020-04-17,1,time,98.68691653736278,25.203600271183983,48.32226568594316,-62.760794147431845,353,362,23.118665414759175,-65.73927251375116,22.877550499390406,193.33161243472094
2020-04-20,1,stop,51.74350330780782,-51.74350330780782,6.986224925203477,-51.74350330780782,0,15,58.7297282330113,,,
2020-04-21,1,time,64.14333404652484,56.46430570739481,170.31615907898592,-34.84872021079189,235,364,113.85185337159112,-35.625415825247,106.02627869010938,317.1702487477606
2020-04-22,1,time,71.657152863885,-3.106932130479595,104.4494092592227,-54.99269870949281,179,374,107.5563413897023,58.35383437792245,-31.521238705595174,624.945275627248
2020-04-23,1,time,138.727510080617,379.0477715004875,766.9824938108738,-31.67011197006011,27,365,387.93472231038635,-52.30053349304161,62.58124522188322,-2.5943272550639187
2020-04-24,-1,stop,28.323545114789447,-28.323545114789447,138.8147357180993,-28.323545114789447,29,68,167.13828083288877,,,
2020-04-27,1,time,87.7852174478314,10.011051160371602,39.65416368718716,-79.95839563154131,312,367,29.643112526815557,97.25021127218382,11.44120132613948,18.721965806410385
2020-04-28,-1,time,37.58819041747181,8.950185933312508,75.15047581053639,-27.834948727480153,59,359,66.20028987722388,-28.70276704518206,-296.5607194343379,-1312.1672013895447
2020-04-30,1,stop,96.03861913507416,-96.03861913507416,70.07978888930414,-96.03861913507416,13,122,166.1184080243783,,,
2020-05-01,-1,stop,96.97570015816414,-96.97570015816414,49.09266440108597,-96.97570015816414,3,56,146.0683645592501,,,
2020-05-04,1,time,44.35580884356725,69.3159285244349,134.561156854227,-28.380876146950474,134,374,65.2452283297921,49.27029563317533,216.95577760065706,85.41628895814003
2020-05-05,-1,time,96.02157666617038,-41.549965948196565,55.06920859999746,-76.85334271449237,27,354,96.61917454819402,-132.00147933664348,-128.06635366068159,-380.33158789649997
2020-05-06,1,time,41.808216204483024,32.01823411298638,122.23367884083225,-25.495197264882815,140,371,90.21544472784588,-102.79481196070888,74.15205947793966,682.3357030444457
2020-05-07,1,stop,73.45113231912914,-73.45113231912914,52.810062259178,-73.45113231912914,90,104,126.26119457830714,,,
2020-05-08,1,time,44.76857461983941,43.699052665885695,115.03414902880365,-37.5745260050225,69,352,71.33509636291797,-145.94938739598794,-348.89622307402897,-201.88740355384
2020-05-11,1,stop,102.24577556680075,-102.24577556680075,99.39245754138629,-102.24577556680075,104,171,201.63823310818702,,,
2020-05-12,-1,stop,47.15849134164554,-47.15849134164554,0.0,-47.15849134164554,0,7,47.15849134164554,,,
2020-05-13,-1,stop,72.13346904456425,-72.13346904456425,4.91215648094735,-72.13346904456425,0,19,77.0456255255116,,,
2020-05-14,-1,stop,56.341757320781184,-56.341757320781184,11.080719339867658,-56.341757320781184,8,24,67.42247666064884,,,
2020-05-15,1,stop,48.984968409758054,-48.984968409758054,36.021122092920315,-48.984968409758054,37,57,85.00609050267838,,,
2020-05-18,-1,stop,37.797849962036715,-37.797849962036715,18.03799700438494,-37.797849962036715,17,25,55.835846966421656,,,
2020-05-19,1,time,109.81199370736803,-64.89405651212195,31.14378994064812,-89.20743536092503,73,358,96.03784645277007,132.96121500959606,121.79354438582381,-122.04079908598275
2020-05-20,-1,time,47.099998973632026,223.70703369564197,473.85329104699764,-13.424885303445441,51,299,250.14625735135567,17.59193685787831,73.41605854399404,474.8078127084796
2020-05-21,-1,time,48.772534637938044,279.24877210558566,547.7605072257792,-7.808754171192814,308,370,268.5117351201935,2.713756600704133,-15.821308245207751,-116.33756557798094
