symbol,policy,block,scenario,sessions,trades,days,mean_bp,median_bp,sd_bp,win_rate,profit_factor,payoff,mean_gross_bp,mean_funding_bp,mean_risk_bp,median_risk_bp,mean_R,total_return,ann_return,sharpe_daily_ann,max_drawdown,mar,exposure_days,long_trades,short_trades,long_mean_bp,short_mean_bp,best1_share,best5_share,best10_share,mean_bars_held,flagged_trades,exit_reasons
BTCUSDT,CTL_PLACEBO_P120,validation,db,497,488,731,-3.9671915545366723,-41.10437136889766,109.64886831570914,0.2930327868852459,0.9016275914310841,2.17525537792814,7.624608958889915,0.010694794444920315,56.59307695031958,47.01863770868823,-0.19804024767645656,-0.1994370752362422,-0.10512203643608653,-0.5648461553263312,-0.28981787783339075,-0.3627175701580378,0.667578659370725,249,239,-0.20210186914788753,-7.8898163732053215,-0.30266887211165666,-1.383451889653391,-2.3996780552514005,181.61475409836066,1,"{""stop"": 312, ""time"": 176}"
BTCUSDT,CTL_PLACEBO_P120,lockbox,gross,421,415,621,-1.6616664929936797,-31.37066958783942,91.87668595528703,0.3301204819277108,0.948462246885643,1.924616822147509,-1.6616664929936797,-0.005373140428472179,55.47634715969471,46.83659827763839,0.00956575047720923,-0.08254371128576221,-0.04937524076847555,-0.28256185081223056,-0.264607624136027,-0.18659795207976768,0.6682769726247987,203,212,7.074688747497295,-10.027138727992112,-1.0471310407383463,-3.550148362329138,-5.432327938579149,188.81686746987953,0,"{""stop"": 253, ""time"": 162}"
BTCUSDT,CTL_PLACEBO_P120,lockbox,db,421,415,621,-13.272017731810402,-43.09023263104384,91.86796503223833,0.2987951807228916,0.6697552039376565,1.5717642285956295,-1.6616664929936797,-0.005373140428472179,55.47634715969471,46.83659827763839,-0.2591779456269666,-0.4335557635370133,-0.2839963433248176,-2.249415223440534,-0.47202392324345455,-0.6016566731901458,0.6682769726247987,203,212,-4.704533861401948,-21.47578766432416,-0.1289194756688274,-0.43393937354877493,-0.6590335706628918,188.81686746987953,0,"{""stop"": 253, ""time"": 162}"
ETHUSDT,P0,development,gross,752,734,1096,12.18229411097876,-51.98846334531753,200.50708168105965,0.3419618528610354,1.1867391590027525,2.2836454733001172,12.18229411097876,-0.02512688243026533,116.47563543033203,90.96630776263545,0.24731669848333046,1.1155861218732186,0.2834469665807262,0.9495578223831874,-0.41624905747245555,0.6809552153748306,0.6697080291970803,367,367,13.806840671570832,10.55774755038669,0.11023274379726829,0.49365042605176934,0.8926919784756161,197.91825613079018,1,"{""stop"": 438, ""time"": 296}"
ETHUSDT,P0,development,db,752,734,1096,0.5562249915433498,-62.96721033226216,200.2903964570311,0.3310626702997275,1.007633302626789,2.0359998007808784,12.18229411097876,-0.02512688243026533,116.47563543033203,90.96630776263545,0.09753820334666932,-0.09833056849053912,-0.03388360116766942,0.04342869989339326,-0.537779244350062,-0.063006524561244,0.6697080291970803,367,367,1.0077256308447853,0.1047243522419142,2.385765598937146,10.668099809629577,19.22927277458711,197.91825613079018,1,"{""stop"": 438, ""time"": 296}"
ETHUSDT,P0,validation,gross,497,486,731,4.3768552054961924,-43.36559255538639,142.97395198510677,0.31069958847736623,1.09158452130717,2.421727249257629,4.3768552054961924,0.07012343059735852,79.44392428949116,67.16280037420933,0.16590582814425398,0.17825364429597879,0.0853521450242174,0.4769719159833899,-0.2768283464003837,0.3083215506434102,0.66484268125855,219,267,2.086884573009346,6.255145724277536,0.3764634616086673,1.56456720410428,2.6975256428220655,185.1172839506173,0,"{""stop"": 304, ""time"": 182}"
ETHUSDT,P0,validation,db,497,486,731,-7.151573635946782,-54.869172033403274,142.97730648798338,0.29218106995884774,0.8720072579228159,2.112468286798934,4.3768552054961924,0.07012343059735852,79.44392428949116,67.16280037420933,-0.03576968813080659,-0.3272895904937434,-0.17958831259616526,-0.7791265534675599,-0.3929521020294964,-0.4570234175326659,0.66484268125855,219,267,-10.140176956210377,-4.700247317078887,-0.22730132507102355,-0.9406707299016637,-1.6149356054035915,185.1172839506173,0,"{""stop"": 304, ""time"": 182}"
ETHUSDT,P0,lockbox,gross,421,416,621,18.58775905312763,-59.64595572148336,207.44367932971033,0.3870192307692308,1.290423502413277,2.0438384665551905,18.58775905312763,-0.01731772615749653,122.76099750698526,104.55925346163565,0.18335573771782152,0.9851858280358519,0.4963600752402333,1.3998149639855988,-0.19752786620426876,2.512861019451981,0.6698872785829307,188,228,22.688423327069838,15.20650956408757,0.13339642865759277,0.6216214062780258,1.065041059318702,212.65144230769232,1,"{""stop"": 220, ""time"": 196}"
ETHUSDT,P0,lockbox,db,421,416,621,6.9693282576075655,-71.24585883670565,207.41183367037027,0.3605769230769231,1.0977120563196092,1.9466093798734403,18.58775905312763,-0.01731772615749653,122.76099750698526,104.55925346163565,0.06465515004876071,0.22486207348430942,0.12661174062804315,0.5255284531458151,-0.247006583020984,0.5125844788407403,0.6698872785829307,188,228,10.847305632987963,3.7716977901886426,0.35209893468754033,1.6369600275514493,2.798723004336192,212.65144230769232,1,"{""stop"": 220, ""time"": 196}"
ETHUSDT,CORE_NY_R5_CLOSE,development,gross,752,751,1096,13.009207216391786,-44.73335902290212,182.99151701658428,0.24766977363515313,1.2467803634198458,3.7872629318936175,13.009207216391786,-0.002696979480880094,78.1642079494967,61.5035351549456,0.36363349044844373,1.3497043304751908,0.32910176232583255,1.1236381282558527,-0.38436148496607037,0.8562298128151007,0.6852189781021898,365,386,17.598439551266754,8.669648143258712,0.10088927225023236,0.45469633020883643,0.8457600834431226,149.29693741677764,1,"{""stop"": 552, ""time"": 199}"
