symbol,policy,scenario,year,mean_bp,trades
BTCUSDT,CORE_LDN_R60_STOP,db,2020,-10.406354730050587,202
BTCUSDT,CORE_LDN_R60_STOP,db,2021,-20.350406536878214,216
BTCUSDT,CORE_LDN_R60_STOP,db,2022,-6.047237446084156,194
BTCUSDT,CORE_LDN_R60_STOP,db,2023,-14.986822476603395,197
BTCUSDT,CORE_LDN_R60_STOP,db,2024,-8.192357403556803,208
BTCUSDT,CORE_LDN_R60_STOP,db,2025,-8.71246034742991,212
BTCUSDT,CORE_LDN_R60_STOP,db,2026,-2.2714655824147734,145
BTCUSDT,CORE_UTC_R5_CLOSE,gross,2020,-1.1025425232771628,361
BTCUSDT,CORE_UTC_R5_CLOSE,gross,2021,-13.315436251613539,364
BTCUSDT,CORE_UTC_R5_CLOSE,gross,2022,-0.6746522952446092,365
BTCUSDT,CORE_UTC_R5_CLOSE,gross,2023,-2.9344483613893697,365
BTCUSDT,CORE_UTC_R5_CLOSE,gross,2024,-6.670338212965446,366
BTCUSDT,CORE_UTC_R5_CLOSE,gross,2025,-3.2299952230890585,365
BTCUSDT,CORE_UTC_R5_CLOSE,gross,2026,-3.4077231878255607,255
BTCUSDT,CORE_UTC_R5_CLOSE,db,2020,-12.705004705019146,361
BTCUSDT,CORE_UTC_R5_CLOSE,db,2021,-24.91201629851232,364
BTCUSDT,CORE_UTC_R5_CLOSE,db,2022,-12.273225022624482,365
BTCUSDT,CORE_UTC_R5_CLOSE,db,2023,-14.53419574593007,365
BTCUSDT,CORE_UTC_R5_CLOSE,db,2024,-18.27115359431622,366
BTCUSDT,CORE_UTC_R5_CLOSE,db,2025,-14.829882728992924,365
BTCUSDT,CORE_UTC_R5_CLOSE,db,2026,-15.008007397652019,255
BTCUSDT,CORE_UTC_R5_STOP,gross,2020,3.84504833368764,364
BTCUSDT,CORE_UTC_R5_STOP,gross,2021,-8.255637669955812,364
BTCUSDT,CORE_UTC_R5_STOP,gross,2022,1.5163979788477893,365
BTCUSDT,CORE_UTC_R5_STOP,gross,2023,-1.405293410320475,365
BTCUSDT,CORE_UTC_R5_STOP,gross,2024,-4.223269109682896,366
BTCUSDT,CORE_UTC_R5_STOP,gross,2025,-3.5661903782739763,365
BTCUSDT,CORE_UTC_R5_STOP,gross,2026,-0.8556089102220463,255
BTCUSDT,CORE_UTC_R5_STOP,db,2020,-7.757505295259251,364
BTCUSDT,CORE_UTC_R5_STOP,db,2021,-19.853073095106268,364
BTCUSDT,CORE_UTC_R5_STOP,db,2022,-10.082973177882465,365
BTCUSDT,CORE_UTC_R5_STOP,db,2023,-13.0053090865676,365
BTCUSDT,CORE_UTC_R5_STOP,db,2024,-15.824608960817766,366
BTCUSDT,CORE_UTC_R5_STOP,db,2025,-15.166966543090709,365
BTCUSDT,CORE_UTC_R5_STOP,db,2026,-12.455393294393463,255
BTCUSDT,CORE_UTC_R15_CLOSE,gross,2020,-3.639839437702982,350
BTCUSDT,CORE_UTC_R15_CLOSE,gross,2021,-9.274430150200747,361
BTCUSDT,CORE_UTC_R15_CLOSE,gross,2022,-1.5264559316556021,360
BTCUSDT,CORE_UTC_R15_CLOSE,gross,2023,-3.1756229752173564,362
BTCUSDT,CORE_UTC_R15_CLOSE,gross,2024,-5.21613457202888,364
BTCUSDT,CORE_UTC_R15_CLOSE,gross,2025,-3.7079331432843725,365
BTCUSDT,CORE_UTC_R15_CLOSE,gross,2026,-6.604059795279729,252
BTCUSDT,CORE_UTC_R15_CLOSE,db,2020,-15.242767757786737,350
BTCUSDT,CORE_UTC_R15_CLOSE,db,2021,-20.866970517399164,361
BTCUSDT,CORE_UTC_R15_CLOSE,db,2022,-13.126494264710853,360
BTCUSDT,CORE_UTC_R15_CLOSE,db,2023,-14.77430246928679,362
BTCUSDT,CORE_UTC_R15_CLOSE,db,2024,-16.817496488639115,364
BTCUSDT,CORE_UTC_R15_CLOSE,db,2025,-15.304911048068176,365
BTCUSDT,CORE_UTC_R15_CLOSE,db,2026,-18.20595732451011,252
BTCUSDT,CORE_UTC_R15_STOP,gross,2020,1.3045290904004117,358
BTCUSDT,CORE_UTC_R15_STOP,gross,2021,-8.679540684117692,363
BTCUSDT,CORE_UTC_R15_STOP,gross,2022,0.5330070799039001,363
BTCUSDT,CORE_UTC_R15_STOP,gross,2023,-1.5973594759463374,362
BTCUSDT,CORE_UTC_R15_STOP,gross,2024,-3.3627728845117444,365
BTCUSDT,CORE_UTC_R15_STOP,gross,2025,-1.693166229454877,365
BTCUSDT,CORE_UTC_R15_STOP,gross,2026,-10.091077415699377,254
BTCUSDT,CORE_UTC_R15_STOP,db,2020,-10.298564819433757,358
BTCUSDT,CORE_UTC_R15_STOP,db,2021,-20.274555967105513,363
BTCUSDT,CORE_UTC_R15_STOP,db,2022,-11.066109090868489,363
BTCUSDT,CORE_UTC_R15_STOP,db,2023,-13.195571227355128,362
BTCUSDT,CORE_UTC_R15_STOP,db,2024,-14.963660469445054,365
BTCUSDT,CORE_UTC_R15_STOP,db,2025,-13.290118086799637,365
BTCUSDT,CORE_UTC_R15_STOP,db,2026,-21.69248208359167,254
BTCUSDT,CORE_UTC_R30_CLOSE,gross,2020,-4.362897519424392,310
BTCUSDT,CORE_UTC_R30_CLOSE,gross,2021,-0.8767552651652961,336
BTCUSDT,CORE_UTC_R30_CLOSE,gross,2022,8.14037886931838,333
BTCUSDT,CORE_UTC_R30_CLOSE,gross,2023,-3.499844053597272,347
BTCUSDT,CORE_UTC_R30_CLOSE,gross,2024,-8.08267221799698,349
BTCUSDT,CORE_UTC_R30_CLOSE,gross,2025,-5.721232976355792,354
BTCUSDT,CORE_UTC_R30_CLOSE,gross,2026,-8.021828231527984,243
BTCUSDT,CORE_UTC_R30_CLOSE,db,2020,-15.966834230964155,310
BTCUSDT,CORE_UTC_R30_CLOSE,db,2021,-12.472562337095994,336
BTCUSDT,CORE_UTC_R30_CLOSE,db,2022,-3.4588575011684206,333
BTCUSDT,CORE_UTC_R30_CLOSE,db,2023,-15.101223445279318,347
BTCUSDT,CORE_UTC_R30_CLOSE,db,2024,-19.683267850883535,349
BTCUSDT,CORE_UTC_R30_CLOSE,db,2025,-17.32016731610737,354
BTCUSDT,CORE_UTC_R30_CLOSE,db,2026,-19.6254801351076,243
BTCUSDT,CORE_UTC_R30_STOP,gross,2020,-3.1106334945771494,331
BTCUSDT,CORE_UTC_R30_STOP,gross,2021,5.222806072397853,344
BTCUSDT,CORE_UTC_R30_STOP,gross,2022,3.4618659455710787,343
BTCUSDT,CORE_UTC_R30_STOP,gross,2023,-1.7591840824081975,351
BTCUSDT,CORE_UTC_R30_STOP,gross,2024,-4.3698273564021335,355
BTCUSDT,CORE_UTC_R30_STOP,gross,2025,-4.604127937012832,357
BTCUSDT,CORE_UTC_R30_STOP,gross,2026,-5.819617934045534,249
BTCUSDT,CORE_UTC_R30_STOP,db,2020,-14.715809419041825,331
BTCUSDT,CORE_UTC_R30_STOP,db,2021,-6.371226227120635,344
BTCUSDT,CORE_UTC_R30_STOP,db,2022,-8.136450328764829,343
BTCUSDT,CORE_UTC_R30_STOP,db,2023,-13.360532382462766,351
BTCUSDT,CORE_UTC_R30_STOP,db,2024,-15.970398808225566,355
BTCUSDT,CORE_UTC_R30_STOP,db,2025,-16.203394581260422,357
BTCUSDT,CORE_UTC_R30_STOP,db,2026,-17.42188950943133,249
BTCUSDT,CORE_UTC_R60_CLOSE,gross,2020,-5.069940650251197,232
BTCUSDT,CORE_UTC_R60_CLOSE,gross,2021,0.27470596929968333,257
BTCUSDT,CORE_UTC_R60_CLOSE,gross,2022,19.417843964611254,249
BTCUSDT,CORE_UTC_R60_CLOSE,gross,2023,-0.12894056118680358,261
BTCUSDT,CORE_UTC_R60_CLOSE,gross,2024,-5.465558052279555,291
BTCUSDT,CORE_UTC_R60_CLOSE,gross,2025,-0.14792472847763227,294
BTCUSDT,CORE_UTC_R60_CLOSE,gross,2026,-6.696600558649915,208
BTCUSDT,CORE_UTC_R60_CLOSE,db,2020,-16.67104338495371,232
BTCUSDT,CORE_UTC_R60_CLOSE,db,2021,-11.32153077899223,257
BTCUSDT,CORE_UTC_R60_CLOSE,db,2022,7.816066350413166,249
BTCUSDT,CORE_UTC_R60_CLOSE,db,2023,-11.729776442598649,261
BTCUSDT,CORE_UTC_R60_CLOSE,db,2024,-17.068660301588572,291
BTCUSDT,CORE_UTC_R60_CLOSE,db,2025,-11.748501022684179,294
BTCUSDT,CORE_UTC_R60_CLOSE,db,2026,-18.295452397235263,208
BTCUSDT,CORE_UTC_R60_STOP,gross,2020,-4.154277956451925,260
BTCUSDT,CORE_UTC_R60_STOP,gross,2021,10.69265606940363,276
BTCUSDT,CORE_UTC_R60_STOP,gross,2022,17.496400588238078,274
BTCUSDT,CORE_UTC_R60_STOP,gross,2023,-0.9619383908365648,278
BTCUSDT,CORE_UTC_R60_STOP,gross,2024,-3.257406516885382,303
BTCUSDT,CORE_UTC_R60_STOP,gross,2025,1.9006876089758291,309
BTCUSDT,CORE_UTC_R60_STOP,gross,2026,-2.748374133245486,216
BTCUSDT,CORE_UTC_R60_STOP,db,2020,-15.75615166718732,260
BTCUSDT,CORE_UTC_R60_STOP,db,2021,-0.9022135053210164,276
BTCUSDT,CORE_UTC_R60_STOP,db,2022,5.895458314210809,274
BTCUSDT,CORE_UTC_R60_STOP,db,2023,-12.563946755485526,278
BTCUSDT,CORE_UTC_R60_STOP,db,2024,-14.860096236605294,303
BTCUSDT,CORE_UTC_R60_STOP,db,2025,-9.700466759590315,309
BTCUSDT,CORE_UTC_R60_STOP,db,2026,-14.346921569367423,216
BTCUSDT,EXT_BUF05,gross,2020,8.702124804281686,246
BTCUSDT,EXT_BUF05,gross,2021,4.584641747898816,243
BTCUSDT,EXT_BUF05,gross,2022,26.114129036844762,239
BTCUSDT,EXT_BUF05,gross,2023,9.70813028233187,237
BTCUSDT,EXT_BUF05,gross,2024,15.441169041467996,245
BTCUSDT,EXT_BUF05,gross,2025,-0.09094516494593687,241
BTCUSDT,EXT_BUF05,gross,2026,7.1079320222214335,170
BTCUSDT,EXT_BUF05,db,2020,-2.9642201195852547,246
BTCUSDT,EXT_BUF05,db,2021,-6.6985712427099084,243
BTCUSDT,EXT_BUF05,db,2022,14.574839512676858,239
BTCUSDT,EXT_BUF05,db,2023,-1.7862123462299053,237
BTCUSDT,EXT_BUF05,db,2024,3.9215920711280554,245
BTCUSDT,EXT_BUF05,db,2025,-11.678221009003305,241
BTCUSDT,EXT_BUF05,db,2026,-4.477113163377571,170
BTCUSDT,EXT_BUF10,gross,2020,7.7023356180887275,242
BTCUSDT,EXT_BUF10,gross,2021,3.8203655425516465,241
BTCUSDT,EXT_BUF10,gross,2022,21.67470241639216,232
BTCUSDT,EXT_BUF10,gross,2023,14.880672685145111,235
