trigger_ts,entry,stop,target,exit_price,exit_reason,pnl_R,risk_pct
2025-02-08 15:30:00+00:00,95706.0,95504.4,96310.80000000002,96310.80000000002,target,2.809507142857165,0.0021064510062065683
2025-02-24 14:45:00+00:00,94638.6,94434.8706,95249.78820000004,94434.8706,stop,-1.1856123569793737,0.002152709359606028
2025-06-01 09:30:00+00:00,103851.1,103688.3079,104339.47630000002,104339.47630000002,target,2.7442252095771735,0.001567552967662413
2025-06-02 10:15:00+00:00,104330.1,104148.747,104874.15900000001,104148.747,stop,-1.2299149691485693,0.001738261537178655
2025-08-01 08:00:00+00:00,114616.8,114236.649,115757.253,114236.649,stop,-1.120401339993854,0.003316712733211868
2025-08-01 18:15:00+00:00,114111.0,113518.76759999999,115887.69720000002,113518.76759999999,stop,-1.0768717711492768,0.005189967663064981
2025-10-14 09:45:00+00:00,111237.4,110891.7972,112274.20839999997,110891.7972,stop,-1.128545947660134,0.0031068939043882122
2026-02-10 11:30:00+00:00,68629.5,68343.78779999999,69486.63660000003,69486.63660000003,target,2.9033179986013917,0.004163110615697463
2026-02-11 10:45:00+00:00,66506.0,66276.2574,67195.2278,67195.2278,target,2.883607804734537,0.0034544642588638283
2026-02-11 15:00:00+00:00,66087.9,65652.7815,67393.25549999998,67393.25549999998,target,2.9386460674506014,0.0065839359398618645
2026-02-16 13:30:00+00:00,68393.1,68156.775,69102.07500000004,68156.775,stop,-1.1155610917168948,0.0034553924299382775
2026-02-23 14:30:00+00:00,65805.2,65434.5,66917.29999999999,65434.5,stop,-1.0708064202859293,0.005633293417541427
2026-02-23 20:00:00+00:00,63938.4,63810.6255,64321.7235,64321.7235,target,2.7992398741532867,0.00199840002252167
2026-03-08 12:00:00+00:00,67019.0,66847.7853,67532.64409999999,66847.7853,stop,-1.1563730045375558,0.0025547188110833763
2026-03-27 08:30:00+00:00,67780.5,67492.44,68644.68,67492.44,stop,-1.0939199750052047,0.004249894881271128
2026-03-27 13:30:00+00:00,66467.4,65959.3746,67991.47619999999,65959.3746,stop,-1.0521339187371157,0.007643226604320294
2026-03-27 17:30:00+00:00,65589.9,65484.45,65906.24999999999,65906.24999999999,target,2.7506000000000914,0.0016077170418005988
2026-04-28 07:15:00+00:00,76610.0,76247.77590000001,77696.67229999998,76247.77590000001,stop,-1.0843995614317092,0.0047281568985771075
2026-04-28 13:00:00+00:00,76109.7,75828.4956,76953.3132,75828.4956,stop,-1.108062459620129,0.00369472485110311
2026-05-12 13:45:00+00:00,80433.6,80280.5391,80892.78270000004,80280.5391,stop,-1.2100002536244514,0.0019029472757654924
2026-05-18 14:15:00+00:00,76613.5,76299.624,77555.12800000001,76299.624,stop,-1.0974353719303422,0.004096875876966903
