arm,fill_mode,direction,filled,r,kind
d0.8,through,long,False,,
d1.0,touch,long,False,,
d1.0,through,long,False,,
d0.0,touch,long,True,-1.0859004152503355,stop
d0.2,touch,long,True,-1.0963763427683524,stop
d0.2,through,long,True,-1.0963763427683524,stop
d0.4,touch,long,True,-1.1098014355599672,stop
d0.4,through,long,True,-1.1098014355599672,stop
d0.6,touch,long,True,-1.1276250730111084,stop
d0.6,through,long,True,-1.1276250730111084,stop
d0.8,touch,long,True,-1.152432437450452,stop
d0.8,through,long,True,-1.152432437450452,stop
d1.0,touch,long,True,-1.1893281770665491,stop
d1.0,through,long,True,-1.1893281770665491,stop
d0.0,touch,long,True,-1.0218322019175112,stop
d0.2,touch,long,True,-1.026388340594846,stop
d0.2,through,long,True,-1.026388340594846,stop
d0.4,touch,long,True,-1.033495268039807,stop
d0.4,through,long,True,-1.033495268039807,stop
d0.6,touch,long,True,-1.0461278534077998,stop
d0.6,through,long,True,-1.0461278534077998,stop
d0.8,touch,long,True,-1.074828984572588,stop
d0.8,through,long,True,-1.074828984572588,stop
d1.0,touch,long,True,-1.2038246136843131,stop
d1.0,through,long,True,-1.2038246136843131,stop
d0.0,touch,long,True,0.2849502683498697,tif
d0.2,touch,long,True,0.6122828055545015,tif
d0.2,through,long,True,0.6122828055545015,tif
d0.4,touch,long,True,0.8079283860206276,tif
d0.4,through,long,True,0.8079283860206276,tif
d0.6,touch,long,True,2.522305321427122,tif
d0.6,through,long,True,2.522305321427122,tif
d0.8,touch,long,False,,
d0.8,through,long,False,,
d1.0,touch,long,False,,
d1.0,through,long,False,,
d0.0,touch,long,True,-1.277388811244304,stop
d0.2,touch,long,True,-1.3118769160272943,stop
d0.2,through,long,True,-1.3118769160272943,stop
d0.4,touch,long,True,-1.356199050556806,stop
d0.4,through,long,True,-1.356199050556806,stop
d0.6,touch,long,True,-1.415260756428532,stop
d0.6,through,long,True,-1.415260756428532,stop
d0.8,touch,long,True,-1.4978810249948433,stop
d0.8,through,long,True,-1.4978810249948433,stop
d1.0,touch,long,True,-1.6216670078077535,stop
d1.0,through,long,True,-1.6216670078077535,stop
d0.0,touch,long,True,2.887591147997543,target
d0.2,touch,long,True,2.8637251798367456,target
d0.2,through,long,True,2.8637251798367456,target
d0.4,touch,long,True,2.82684651638292,target
d0.4,through,long,True,2.82684651638292,target
d0.6,touch,long,True,2.7623237687773785,target
d0.6,through,long,True,2.7623237687773785,target
d0.8,touch,long,False,,
d0.8,through,long,False,,
d1.0,touch,long,False,,
d1.0,through,long,False,,
d0.0,touch,long,True,-1.0609438694372864,stop
d0.2,touch,long,True,2.9268277868499455,target
d0.2,through,long,True,2.9268277868499455,target
d0.4,touch,long,False,,
d0.4,through,long,False,,
d0.6,touch,long,False,,
d0.6,through,long,False,,
d0.8,touch,long,False,,
d0.8,through,long,False,,
d1.0,touch,long,False,,
d1.0,through,long,False,,
d0.0,touch,long,True,-1.1098920255445255,stop
d0.2,touch,long,True,2.874830151830701,target
d0.2,through,long,True,2.874830151830701,target
d0.4,touch,long,True,2.854565652892414,target
d0.4,through,long,True,2.854565652892414,target
d0.6,touch,long,True,2.8263968464231146,target
d0.6,through,long,True,2.8263968464231146,target
d0.8,touch,long,True,2.78457856731473,target
d0.8,through,long,True,2.78457856731473,target
d1.0,touch,long,True,-1.283982383294354,stop
d1.0,through,long,True,-1.283982383294354,stop
d0.0,touch,long,True,-1.0651976755605561,stop
d0.2,touch,long,True,-1.0773542805608949,stop
d0.2,through,long,True,-1.0773542805608949,stop
d0.4,touch,long,True,-1.0951903630794066,stop
d0.4,through,long,True,-1.0951903630794066,stop
d0.6,touch,long,True,-1.1238991604199586,stop
d0.6,through,long,True,-1.1238991604199586,stop
d0.8,touch,long,True,-1.1777813034324098,stop
d0.8,through,long,True,-1.1777813034324098,stop
d1.0,touch,long,True,-1.3157958950690203,stop
d1.0,through,long,True,-1.3157958950690203,stop
d0.0,touch,long,True,-1.1117989632843404,stop
d0.2,touch,long,True,-1.113292142167982,stop
d0.2,through,long,True,-1.113292142167982,stop
d0.4,touch,long,True,-1.1148261163890514,stop
d0.4,through,long,True,-1.1148261163890514,stop
d0.6,touch,long,True,-1.1164025809646354,stop
d0.6,through,long,True,-1.1164025809646354,stop
d0.8,touch,long,True,-1.1180233261329535,stop
d0.8,through,long,True,-1.1180233261329535,stop
d1.0,touch,long,True,-1.1196902441351353,stop
d1.0,through,long,True,-1.1196902441351353,stop
d0.0,touch,long,True,-1.0628394564013772,stop
d0.2,touch,long,True,-1.0734084972223044,stop
d0.2,through,long,True,-1.0734084972223044,stop
d0.4,touch,long,True,-1.0883350070674158,stop
d0.4,through,long,True,-1.0883350070674158,stop
d0.6,touch,long,True,-1.111013534764457,stop
d0.6,through,long,True,-1.111013534764457,stop
d0.8,touch,long,True,-1.1496012373350415,stop
d0.8,through,long,True,-1.1496012373350415,stop
d1.0,touch,long,True,-1.2298828409478773,stop
d1.0,through,long,True,-1.2298828409478773,stop
d0.0,touch,long,True,-1.1568412487810482,stop
d0.2,touch,long,True,-1.1674342699090325,stop
d0.2,through,long,True,-1.1674342699090325,stop
d0.4,touch,long,True,-1.1795723990005502,stop
d0.4,through,long,True,-1.1795723990005502,stop
d0.6,touch,long,True,-1.1936202865223478,stop
d0.6,through,long,True,-1.1936202865223478,stop
d0.8,touch,long,True,-1.2100671253256363,stop
d0.8,through,long,True,-1.2100671253256363,stop
d1.0,touch,long,True,-1.2295847845064962,stop
d1.0,through,long,True,-1.2295847845064962,stop
d0.0,touch,long,True,2.9240411485948656,target
d0.2,touch,long,True,2.908845564785826,target
d0.2,through,long,True,2.908845564785826,target
d0.4,touch,long,True,2.8859226335078296,target
d0.4,through,long,True,2.8859226335078296,target
d0.6,touch,long,True,2.8473683167152575,target
d0.6,through,long,True,2.8473683167152575,target
d0.8,touch,long,True,2.7689220376550585,target
d0.8,through,long,True,2.7689220376550585,target
d1.0,touch,long,False,,
d1.0,through,long,False,,
d0.0,touch,long,True,2.8379825578317175,target
d0.2,touch,long,True,2.812252659934624,target
d0.2,through,long,True,2.812252659934624,target
d0.4,touch,long,True,2.776735790895997,target
d0.4,through,long,True,2.776735790895997,target
d0.6,touch,long,True,2.7245364639143186,target
d0.6,through,long,True,2.7245364639143186,target
d0.8,touch,long,True,2.6402932522300655,target
d0.8,through,long,True,2.6402932522300655,target
d1.0,touch,long,True,2.481432160072682,target
d1.0,through,long,True,2.481432160072682,target
d0.0,touch,long,True,2.8412194311602774,target
d0.2,touch,long,True,2.8180202842120163,target
d0.2,through,long,True,2.8180202842120163,target
d0.4,touch,long,False,,
d0.4,through,long,False,,
d0.6,touch,long,False,,
d0.6,through,long,False,,
d0.8,touch,long,False,,
d0.8,through,long,False,,
d1.0,touch,long,False,,
d1.0,through,long,False,,
d0.0,touch,long,True,2.8847772103814164,target
d0.2,touch,long,True,2.8713768277647413,target
d0.2,through,long,True,2.8713768277647413,target
d0.4,touch,long,True,2.8544143351050097,target
d0.4,through,long,True,2.8544143351050097,target
d0.6,touch,long,True,2.832251690804518,target
d0.6,through,long,True,2.832251690804518,target
d0.8,touch,long,True,2.8020646929142305,target
d0.8,through,long,True,2.8020646929142305,target
d1.0,touch,long,True,2.7585319701928204,target
d1.0,through,long,True,2.7585319701928204,target
d0.0,touch,long,True,-1.0504933948631323,stop
d0.2,touch,long,True,-1.0612788024983866,stop
d0.2,through,long,True,-1.0612788024983866,stop
d0.4,touch,long,True,-1.078074598489605,stop
d0.4,through,long,True,-1.078074598489605,stop
d0.6,touch,long,True,-1.107845521347089,stop
d0.6,through,long,True,-1.107845521347089,stop
d0.8,touch,long,True,-1.175089551143627,stop
d0.8,through,long,True,-1.175089551143627,stop
d1.0,touch,long,True,-1.4706966736537246,stop
d1.0,through,long,True,-1.4706966736537246,stop
d0.0,touch,long,True,-1.2739344538229593,stop
d0.2,touch,long,True,-1.3224383920425498,stop
d0.2,through,long,True,-1.3224383920425498,stop
d0.4,touch,long,True,-1.3919076790828036,stop
d0.4,through,long,True,-1.3919076790828036,stop
d0.6,touch,long,True,-1.499683105614496,stop
d0.6,through,long,True,-1.499683105614496,stop
d0.8,touch,long,True,-1.6895088281434885,stop
d0.8,through,long,True,-1.6895088281434885,stop
d1.0,touch,long,True,-2.1126707563583507,stop
d1.0,through,long,True,-2.1126707563583507,stop
d0.0,touch,long,True,-1.1132155337287741,stop
d0.2,touch,long,True,-1.127837154413733,stop
d0.2,through,long,True,-1.127837154413733,stop
d0.4,touch,long,True,-1.1468400276745325,stop
d0.4,through,long,True,-1.1468400276745325,stop
d0.6,touch,long,True,-1.1725403850434548,stop
d0.6,through,long,True,-1.1725403850434548,stop
d0.8,touch,long,True,-1.2092364171501162,stop
d0.8,through,long,True,-1.2092364171501162,stop
d1.0,touch,long,True,-1.2659050879775746,stop
d1.0,through,long,True,-1.2659050879775746,stop
d0.0,touch,short,True,2.7576900865753866,target
d0.2,touch,short,True,2.7377998298298776,target
d0.2,through,short,True,2.7377998298298776,target
d0.4,touch,short,True,2.714368055571695,target
d0.4,through,short,True,2.714368055571695,target
d0.6,touch,short,True,2.6863564613351514,target
d0.6,through,short,True,2.6863564613351514,target
d0.8,touch,short,True,2.6522769036836005,target
d0.8,through,short,True,2.6522769036836005,target
d1.0,touch,short,True,2.609918191697764,target
d1.0,through,short,True,2.609918191697764,target
d0.0,touch,short,True,1.2078753512777964,tif
d0.2,touch,short,True,2.890288978584617,target
d0.2,through,short,True,2.890288978584617,target
d0.4,touch,short,False,,
d0.4,through,short,False,,
d0.6,touch,short,False,,
d0.6,through,short,False,,
d0.8,touch,short,False,,
d0.8,through,short,False,,
d1.0,touch,short,False,,
d1.0,through,short,False,,
d0.0,touch,short,True,-1.4169029731250062,stop
d0.2,touch,short,True,-1.454881521515814,stop
d0.2,through,short,True,-1.454881521515814,stop
d0.4,touch,short,True,-1.5004530017844449,stop
d0.4,through,short,True,-1.5004530017844449,stop
d0.6,touch,short,True,-1.556147362826715,stop
d0.6,through,short,True,-1.556147362826715,stop
d0.8,touch,short,True,-1.6257589497772744,stop
d0.8,through,short,True,-1.6257589497772744,stop
d1.0,touch,short,True,-1.7152491724201182,stop
d1.0,through,short,True,-1.7152491724201182,stop
d0.0,touch,short,True,2.935703791496737,target
d0.2,touch,short,True,2.9222418873987666,target
d0.2,through,short,True,2.9222418873987666,target
d0.4,touch,short,True,2.901787592295565,target
d0.4,through,short,True,2.901787592295565,target
d0.6,touch,short,False,,
d0.6,through,short,False,,
d0.8,touch,short,False,,
d0.8,through,short,False,,
d1.0,touch,short,False,,
d1.0,through,short,False,,
d0.0,touch,short,True,2.9545119523709036,target
d0.2,touch,short,False,,
d0.2,through,short,False,,
d0.4,touch,short,False,,
d0.4,through,short,False,,
d0.6,touch,short,False,,
d0.6,through,short,False,,
d0.8,touch,short,False,,
d0.8,through,short,False,,
d1.0,touch,short,False,,
d1.0,through,short,False,,
