ts,dir,market,market_fill,shallow0.2,shallow0.2_fill,deep_single,deep_single_fill,deep_ladder,deep_ladder_fill,cascade,cascade_attempts
2026-01-15 13:00:00+00:00,long,-1.1259418939203234,True,-1.1324991883471935,True,-1.1674401332616409,True,-1.4048621346691694,True,-1.4048621346691694,1
2026-01-25 21:45:00+00:00,short,-1.0371132051561232,True,-1.0458679404469562,True,2.4237100746214995,True,5.152618068350345,True,5.152618068350345,1
2026-01-30 14:00:00+00:00,short,2.95714191338992,True,2.947553636994079,True,2.575193769909057,True,5.745819191587261,True,5.745819191587261,1
2026-02-01 14:45:00+00:00,short,-1.0680382882991262,True,2.92086402872888,True,2.776537574781929,True,2.776537574781929,True,2.776537574781929,1
2026-02-03 03:30:00+00:00,short,2.900547992440237,True,2.890406276090278,True,2.8154888499959796,True,6.420343418560178,True,6.420343418560178,1
2026-02-03 11:00:00+00:00,short,2.914191190075654,True,2.903681544663488,True,,False,,False,,0
2026-02-04 03:00:00+00:00,short,2.975698334035587,True,2.9710906701037114,True,,False,,False,,0
2026-02-05 00:15:00+00:00,short,2.9339697239075937,True,2.9236842086494685,True,,False,,False,,0
2026-02-05 14:00:00+00:00,short,-0.5605987370081519,True,2.9743997377592937,True,,False,,False,,0
2026-02-25 02:30:00+00:00,long,-0.15376394201802096,True,2.951320434001411,True,2.798078870595272,True,2.798078870595272,True,2.798078870595272,1
2026-03-03 20:00:00+00:00,long,-0.13134416007064287,True,-0.03259249131300931,True,,False,,False,,0
2026-03-04 09:45:00+00:00,long,-1.0225641290511898,True,-1.0276230643622715,True,,False,,False,,0
2026-03-05 11:15:00+00:00,long,-1.0859006021363249,True,-1.0963765314494243,True,-1.1893281770665491,True,-1.6071800146918944,True,-1.6071800146918944,1
2026-03-05 17:15:00+00:00,long,-1.0218321919343867,True,-1.0263883287329325,True,-1.2038246136843131,True,-1.8279009157750776,True,-1.8279009157750776,1
2026-03-13 01:15:00+00:00,long,0.28494892931297355,True,0.6122808010316284,True,,False,,False,,0
2026-03-13 21:15:00+00:00,long,-1.2773857916541373,True,-1.3118738598784612,True,-1.6216670078077535,True,-2.729476368501476,True,-2.729476368501476,1
2026-03-15 12:30:00+00:00,long,2.8875916937868533,True,2.863725823575426,True,,False,,False,,0
2026-03-16 00:30:00+00:00,long,-1.0609438536936913,True,2.9268278051075756,True,,False,,False,,0
2026-03-16 18:45:00+00:00,long,-1.1098926303911165,True,2.874829522650336,True,-1.2839823832943542,True,-1.8766794875131412,True,-1.8766794875131412,1
2026-03-17 19:45:00+00:00,long,-1.0651978331788305,True,-1.0773544589320703,True,-1.3157958950690203,True,-1.897875003391987,True,-1.897875003391987,1
2026-04-07 10:00:00+00:00,long,-1.1117996350104105,True,-1.113292694129797,True,-1.1196902441351353,True,-1.3113458564197096,True,-1.3113458564197096,1
2026-04-08 13:30:00+00:00,long,-1.0628395568660425,True,-1.0734086074145477,True,-1.2298828409478773,True,-1.7057127804319965,True,-1.7057127804319965,1
2026-04-13 02:30:00+00:00,long,-1.1568418921039294,True,-1.1674348569107809,True,-1.2295847845064962,True,-1.6187350790570962,True,-1.6187350790570962,1
2026-04-13 15:00:00+00:00,long,2.924040853865497,True,2.908845223717268,True,,False,,False,,0
2026-04-17 00:15:00+00:00,long,2.8379831015190726,True,2.8122532449972075,True,2.481432160072682,True,5.671919574224734,True,5.671919574224734,1
2026-04-17 07:15:00+00:00,long,2.8412199528690576,True,2.8180208333367704,True,,False,,False,,0
2026-05-03 12:45:00+00:00,long,2.8847774191741222,True,2.8713770362901303,True,2.7585319701928204,True,2.7585319701928204,True,2.7585319701928204,1
2026-05-04 03:30:00+00:00,long,-1.050493453337062,True,-1.0612788718868071,True,-1.4706966736537246,True,-2.519249305654212,True,-2.4526243109935857,3
2026-05-04 22:30:00+00:00,long,-1.27393241629586,True,-1.3224361311894879,True,-2.1126707563583507,True,-3.7569770219704477,True,-3.7569770219704477,1
2026-05-06 16:15:00+00:00,long,-1.1132160679274847,True,-1.1278377003973938,True,-1.2659050879775746,True,-1.8120491072817715,True,3.200002635121233,2
2026-05-16 01:45:00+00:00,short,2.7576917184398972,True,2.73780135749161,True,2.609918191697764,True,2.609918191697764,True,2.609918191697764,1
2026-05-16 08:00:00+00:00,short,1.2078854997909156,True,2.8902885532124114,True,,False,,False,,0
2026-05-17 09:45:00+00:00,short,-1.4168967010287208,True,-1.4548755503849198,True,-1.7152491724201182,True,-2.5946760437007077,True,-2.5946760437007077,1
2026-06-02 02:45:00+00:00,short,2.935703791496737,True,2.9222418873987666,True,,False,,False,,0
2026-06-03 18:45:00+00:00,short,2.954511892335705,True,,False,,False,,False,,0
