symbol,time_utc,price,field,inside_bar,dist_to_range_pct,dist_to_close_pct
EDUUSDT,2026-07-25 12:15:03+00:00,0.03375,entry_price,False,1.5407407407407396,4.3555555555555525
EDUUSDT,2026-07-25 12:15:03+00:00,0.03504,price_ref,True,0.0,0.5136986301369851
EIGENUSDT,2026-07-14 00:27:55+00:00,0.241,price_ref,True,0.0,0.45643153526971686
EIGENUSDT,2026-07-14 00:27:55+00:00,0.241,entry_price,True,0.0,0.45643153526971686
ENAUSDT,2026-07-22 10:42:58+00:00,0.08825,entry_price,False,0.011331444759202407,0.05665722379602776
ENAUSDT,2026-07-22 10:42:58+00:00,0.08825,price_ref,False,0.011331444759202407,0.05665722379602776
ENSUSDT,2026-05-14 07:40:51+00:00,6.89,entry_price,True,0.0,0.14513788098694738
ENSUSDT,2026-05-14 14:38:18+00:00,6.9,entry_price,False,2.4637681159420275,3.0869565217391317
ENSUSDT,2026-05-14 14:38:18+00:00,7.107,price_ref,True,0.0,0.08442380751372207
ENSUSDT,2026-05-14 14:38:18+00:00,7.107,card_mark_price,True,0.0,0.08442380751372207
ENSUSDT,2026-05-14 15:03:36+00:00,7.171,price_ref,True,0.0,0.627527541486542
ENSUSDT,2026-05-14 15:03:36+00:00,6.9,entry_price,False,2.927536231884057,3.275362318840579
ENSUSDT,2026-05-14 15:03:36+00:00,7.171,card_mark_price,True,0.0,0.627527541486542
ENSUSDT,2026-05-14 16:19:52+00:00,7.135,price_ref,True,0.0,0.05606166783461191
ENSUSDT,2026-05-14 16:19:52+00:00,7.135,card_mark_price,True,0.0,0.05606166783461191
ENSUSDT,2026-05-14 16:19:52+00:00,6.9,entry_price,False,3.1594202898550723,3.34782608695652
ENSUSDT,2026-08-14 16:21:01+00:00,4.036,entry_price,True,0.0,0.1734390485629475
ETHUSDT,2026-05-06 23:35:46+00:00,2348.0,price_ref,True,0.0,0.011925042589446341
ETHUSDT,2026-05-06 23:35:46+00:00,2348.0,entry_price,True,0.0,0.011925042589446341
ETHUSDT,2026-05-09 10:58:20+00:00,2310.0,price_ref,False,0.06926406926406532,0.0740259740259756
ETHUSDT,2026-05-09 10:58:20+00:00,2310.0,entry_price,False,0.06926406926406532,0.0740259740259756
ETHUSDT,2026-05-10 15:45:44+00:00,2340.53,price_ref,True,0.0,0.2670335351394769
ETHUSDT,2026-05-10 15:45:44+00:00,2311.73,entry_price,False,1.1969390889074447,1.5161805228119278
ETHUSDT,2026-05-10 15:47:56+00:00,2350.0,price_ref,True,0.0,0.13702127659573618
ETHUSDT,2026-05-13 03:41:20+00:00,2293.0,entry_price,False,0.1386829481029148,0.3658962058438671
ETHUSDT,2026-05-13 03:41:31+00:00,2298.0,price_ref,True,0.0,0.14751958224542527
ETHUSDT,2026-05-16 09:58:40+00:00,2170.0,entry_price,True,0.0,0.1152073732718894
