trigger_ts,entry,stop,target,exit_price,exit_reason,pnl_R,risk_pct,cost_R,net_R,day
2022-05-06 07:30:00+00:00,35897.9,35764.2,36299.000000000015,36299.000000000015,target,3.0,0.00372445184815837,0.2684958863126315,2.7315041136873686,2022-05-06
2022-05-06 13:30:00+00:00,35487.4,35164.8,36455.2,36065.88,time,1.7931804091754449,0.009090550448891678,0.11000433973961612,1.6831760694358286,2022-05-06
2022-05-08 17:00:00+00:00,34004.6,33631.335,35124.395,34241.41,time,0.634428623096206,0.010976897243314123,0.09110042463129425,0.5433281984649116,2022-05-08
2022-05-18 13:15:00+00:00,29500.4,29355.7149,29934.45530000001,29355.7149,stop,-1.0,0.004904513159143687,0.2038938356472056,-1.2038938356472055,2022-05-18
2022-06-03 10:15:00+00:00,29997.4,29882.987100000002,30340.6387,29882.987100000002,stop,-1.0,0.00381409388813695,0.26218547034469164,-1.2621854703446918,2022-06-03
2022-06-03 14:30:00+00:00,29399.9,29291.778899999998,29724.263300000013,29291.778899999998,stop,-1.0,0.0036776009442210326,0.2719163974469269,-1.271916397446927,2022-06-03
2022-06-15 07:45:00+00:00,20707.5,20596.5828,21040.2516,20596.5828,stop,-1.0,0.005356378123868157,0.18669331717713777,-1.1866933171771379,2022-06-15
2022-06-16 07:30:00+00:00,21687.4,21613.664699999998,21908.605900000013,21613.664699999998,stop,-1.0,0.0033999142359159656,0.2941250662843828,-1.2941250662843828,2022-06-16
2022-06-16 14:00:00+00:00,20853.8,20718.261,21260.417,21260.417,target,3.0,0.006499486904065478,0.1538582990873468,2.846141700912653,2022-06-16
2022-06-16 20:30:00+00:00,20542.2,20468.810699999998,20762.36790000001,20762.36790000001,target,3.0,0.0035726115021761326,0.2799072889372059,2.720092711062794,2022-06-16
2022-07-01 10:30:00+00:00,19139.9,19075.3056,19333.683200000007,19075.3056,stop,-1.0,0.0033748556680025374,0.29630896796006273,-1.2963089679600628,2022-07-01
2022-07-02 09:15:00+00:00,19027.0,18940.041,19287.876999999997,19287.876999999997,target,3.0,0.0045702948441687565,0.21880426407847645,2.7811957359215236,2022-07-02
2022-08-22 07:45:00+00:00,21089.1,21017.5614,21303.715799999998,21017.5614,stop,-1.0,0.00339220734882,0.2947933004000643,-1.2947933004000642,2022-08-22
2022-08-22 18:30:00+00:00,20986.3,20931.5475,21150.557499999995,21150.557499999995,target,3.0,0.002608963943143798,0.3832939135199398,2.61670608648006,2022-08-22
2022-09-03 07:45:00+00:00,19808.2,19720.3599,20071.720300000004,19860.69,time,0.5975630719910066,0.004434532163447524,0.22550293089374576,0.3720601410972608,2022-09-03
2022-09-03 19:00:00+00:00,19682.4,19609.0713,19902.386100000007,19790.64,time,1.4760932622560503,0.0037255974881112994,0.2684133224780953,1.207679939777955,2022-09-03
2022-11-09 09:45:00+00:00,17755.1,17590.292100000002,18249.523699999987,17590.292100000002,stop,-1.0,0.009282285089917611,0.10773209293972202,-1.107732092939722,2022-11-09
2022-11-09 15:30:00+00:00,17160.1,16867.115999999998,18039.052,16867.115999999998,stop,-1.0,0.01707356017738827,0.05857009256478161,-1.0585700925647816,2022-11-09
2022-11-09 20:45:00+00:00,16216.8,16049.934,16717.398,16049.934,stop,-1.0,0.01028969957081545,0.09718456725755997,-1.09718456725756,2022-11-09
2022-11-16 08:30:00+00:00,16753.2,16671.611699999998,16997.96490000001,16671.611699999998,stop,-1.0,0.00487001289305942,0.2053382654130478,-1.2053382654130478,2022-11-16
2022-11-16 13:00:00+00:00,16576.7,16483.5,16856.300000000003,16483.5,stop,-1.0,0.005622349442289522,0.17786158798283125,-1.1778615879828314,2022-11-16
2023-03-10 10:30:00+00:00,19671.0,19630.35,19792.950000000004,19630.35,stop,-1.0,0.002066493823394919,0.48391143911437384,-1.4839114391143737,2023-03-10
2023-03-28 10:15:00+00:00,26761.4,26673.3,27025.700000000008,26673.3,stop,-1.0,0.003292054974702451,0.3037616345062354,-1.3037616345062353,2023-03-28
2023-05-13 07:00:00+00:00,26708.4,26648.2251,26888.924700000007,26888.924700000007,target,3.0,0.0022530327537404636,0.44384618836091466,2.5561538116390854,2023-05-13
2023-06-15 11:15:00+00:00,24903.1,24752.223,25355.73099999999,25028.07,time,0.8282905943252042,0.006058562990149691,0.16505564135024248,0.6632349529749617,2023-06-15
2023-07-10 08:15:00+00:00,30087.0,29936.6334,30538.099800000004,30290.36,time,1.3524279993030297,0.004997726592880686,0.2000909776506203,1.1523370216524094,2023-07-10
2023-08-20 15:00:00+00:00,26056.0,25922.5515,26456.345499999996,26171.75,time,0.8673758041491753,0.005121603469450361,0.19525135164501867,0.6721244525041565,2023-08-20
2023-08-21 10:00:00+00:00,25960.2,25838.136,26326.392000000007,25838.136,stop,-1.0,0.00470196685695804,0.21267695635076314,-1.2126769563507631,2023-08-21
2023-08-21 15:15:00+00:00,25853.0,25774.2,26089.399999999998,26089.399999999998,target,3.0,0.003048002166092882,0.3280837563451807,2.6719162436548194,2023-08-21
2023-08-28 19:15:00+00:00,25962.0,25876.2978,26219.1066,26131.8,time,1.981279360389813,0.003301063092211683,0.3029327135126063,1.6783466468772066,2023-08-28
2023-09-08 09:00:00+00:00,26160.1,26085.1887,26384.833899999998,26085.1887,stop,-1.0,0.002863570857909555,0.34921433748980574,-1.3492143374898058,2023-09-08
2023-09-16 10:00:00+00:00,26494.8,26403.57,26768.489999999998,26526.65,time,0.3491176148197121,0.003443317179220057,0.29041762578099445,0.05869998903871765,2023-09-16
2023-09-21 08:45:00+00:00,26916.7,26866.107,27068.479000000003,26866.107,stop,-1.0,0.0018796137713761626,0.5320241930701797,-1.5320241930701797,2023-09-21
2023-09-21 13:15:00+00:00,26549.8,26461.7118,26814.064599999994,26461.7118,stop,-1.0,0.003317847968722865,0.30140018753931297,-1.301400187539313,2023-09-21
2023-09-25 09:30:00+00:00,26043.0,25987.7862,26208.641400000004,26208.641400000004,target,3.0,0.0021201013708098664,0.4716755593710153,2.528324440628985,2023-09-25
2023-09-26 11:00:00+00:00,26185.8,26143.9299,26311.4103,26143.9299,stop,-1.0,0.0015989620328575064,0.6254057191169818,-1.6254057191169817,2023-09-26
2023-09-26 15:45:00+00:00,26114.8,26047.7262,26316.021399999994,26163.73,time,0.7294949741926285,0.0025684209720158034,0.3893442745155435,0.34015069967708506,2023-09-26
2023-10-05 07:15:00+00:00,27582.1,27526.7457,27748.162899999996,27748.162899999996,target,3.0,0.0020068921510689565,0.4982828795595006,2.5017171204404995,2023-10-05
2023-10-05 15:30:00+00:00,27568.9,27352.62,28217.74000000001,27352.62,stop,-1.0,0.00784507180192182,0.12746855927501244,-1.1274685592750124,2023-10-05
2024-04-23 07:30:00+00:00,66147.0,65922.012,66821.96399999999,65922.012,stop,-1.0,0.0034013333938046706,0.2940023467918321,-1.294002346791832,2024-04-23
2024-04-23 11:30:00+00:00,65857.5,65746.188,66191.43600000002,66191.43600000002,target,3.0,0.0016901947386403274,0.5916478007761682,2.408352199223832,2024-04-23
2024-08-15 07:15:00+00:00,57785.0,57648.8934,58193.3198,58193.3198,target,3.0,0.0023553967292549824,0.4245569281724792,2.5754430718275207,2024-08-15
2024-08-15 18:15:00+00:00,57822.7,57416.7258,59040.62259999999,57416.7258,stop,-1.0,0.007021017697201911,0.14242949428806176,-1.1424294942880617,2024-08-15
2024-08-24 11:45:00+00:00,63881.7,63772.763399999996,64208.5098,64208.5098,target,3.0,0.0017052864904972928,0.586411729391219,2.413588270608781,2024-08-24
2024-08-25 07:00:00+00:00,63873.9,63777.0591,64164.42270000001,63777.0591,stop,-1.0,0.001516126305110583,0.6595756545013327,-1.6595756545013327,2024-08-25
2024-08-28 07:15:00+00:00,58980.0,58796.145,59531.56500000001,58796.145,stop,-1.0,0.003117243133265568,0.32079627967691376,-1.3207962796769137,2024-08-28
2024-08-28 15:00:00+00:00,58787.0,58667.0742,59146.77739999999,58667.0742,stop,-1.0,0.0020400054433802927,0.4901947704330623,-1.4901947704330623,2024-08-28
2024-09-13 12:15:00+00:00,57665.9,57536.406,58054.382,58054.382,target,3.0,0.0022455905483136267,0.4453171575517055,2.5546828424482944,2024-09-13
2025-02-05 09:30:00+00:00,97319.5,97108.794,97951.61800000002,97951.61800000002,target,3.0,0.002165095381706704,0.46187341603939813,2.5381265839606018,2025-02-05
2025-02-08 07:15:00+00:00,95945.3,95618.6856,96925.14320000002,96196.42,time,0.7688577111113009,0.003404173002742248,0.29375710317731946,0.4751006079339814,2025-02-08
2025-02-08 15:30:00+00:00,95706.0,95504.4,96310.80000000002,96310.80000000002,target,3.0,0.0021064510062065683,0.47473214285712917,2.525267857142871,2025-02-08
2025-02-24 14:45:00+00:00,94638.6,94434.8706,95249.78820000004,94434.8706,stop,-1.0,0.002152709359606028,0.4645308924484874,-1.4645308924484874,2025-02-24
2025-06-01 09:30:00+00:00,103851.1,103688.3079,104339.47630000002,104339.47630000002,target,3.0,0.001567552967662413,0.6379369760571684,2.3620630239428317,2025-06-01
2025-06-02 10:15:00+00:00,104330.1,104148.747,104874.15900000001,104148.747,stop,-1.0,0.001738261537178655,0.5752874228714077,-1.5752874228714075,2025-06-02
2025-08-01 08:00:00+00:00,114616.8,114236.649,115757.253,114236.649,stop,-1.0,0.003316712733211868,0.301503349984613,-1.301503349984613,2025-08-01
2025-08-01 18:15:00+00:00,114111.0,113518.76759999999,115887.69720000002,113518.76759999999,stop,-1.0,0.005189967663064981,0.19267942787324446,-1.1926794278732444,2025-08-01
2025-10-14 09:45:00+00:00,111237.4,110891.7972,112274.20839999997,110891.7972,stop,-1.0,0.0031068939043882122,0.32186486915037194,-1.3218648691503718,2025-10-14
2026-02-10 11:30:00+00:00,68629.5,68343.78779999999,69486.63660000003,69486.63660000003,target,3.0,0.004163110615697463,0.24020500349651794,2.7597949965034823,2026-02-10
2026-02-11 10:45:00+00:00,66506.0,66276.2574,67195.2278,67195.2278,target,3.0,0.0034544642588638283,0.28948048816371297,2.710519511836287,2026-02-11
2026-02-11 15:00:00+00:00,66087.9,65652.7815,67393.25549999998,67393.25549999998,target,3.0,0.0065839359398618645,0.15188483137352346,2.8481151686264767,2026-02-11
2026-02-16 13:30:00+00:00,68393.1,68156.775,69102.07500000004,68156.775,stop,-1.0,0.0034553924299382775,0.28940272929227395,-1.289402729292274,2026-02-16
2026-02-23 14:30:00+00:00,65805.2,65434.5,66917.29999999999,65434.5,stop,-1.0,0.005633293417541427,0.17751605071486515,-1.1775160507148652,2026-02-23
2026-02-23 20:00:00+00:00,63938.4,63810.6255,64321.7235,64321.7235,target,3.0,0.00199840002252167,0.500400314616768,2.499599685383232,2026-02-23
2026-03-08 12:00:00+00:00,67019.0,66847.7853,67532.64409999999,66847.7853,stop,-1.0,0.0025547188110833763,0.3914325113439515,-1.3914325113439516,2026-03-08
2026-03-27 08:30:00+00:00,67780.5,67492.44,68644.68,67492.44,stop,-1.0,0.004249894881271128,0.23529993751302003,-1.23529993751302,2026-03-27
