ts,sleeve,r_outcome,exit_kind,cum_R
2024-02-15 18:00:00+00:00,OI_FLUSH_bull,-1.09,stop,21.17012747031511
2024-02-20 17:00:00+00:00,OI_FLUSH_bull,0.2793540345574331,tif,21.44948150487254
2024-02-21 20:00:00+00:00,OI_FLUSH_bull,0.0300508450637931,tif,21.479532349936335
2024-02-22 22:00:00+00:00,OI_FLUSH_bull,0.0172227747389373,tif,21.49675512467527
2024-02-28 20:00:00+00:00,OI_FLUSH_bull,1.41,target,22.90675512467527
2024-02-29 23:00:00+00:00,OI_FLUSH_bull,1.4100000000000028,target,24.316755124675275
2024-03-05 16:00:00+00:00,OI_FLUSH_bull,-1.09,stop,23.226755124675275
2024-03-11 00:00:00+00:00,OI_FLUSH_bull,1.409999999999995,target,24.636755124675272
2024-03-15 02:00:00+00:00,OI_FLUSH_bull,-1.0899999999999996,stop,23.546755124675272
2024-03-16 23:00:00+00:00,OI_FLUSH_bull,1.4099999999999948,target,24.95675512467527
2024-03-19 10:00:00+00:00,OI_FLUSH_bull,1.41,target,26.36675512467527
2024-03-20 16:00:00+00:00,OI_FLUSH_bull,1.41,target,27.77675512467527
2024-03-22 21:00:00+00:00,OI_FLUSH_bull,1.41,target,29.18675512467527
2024-06-04 20:00:00+00:00,OI_FLUSH_bull,0.1395424057236507,tif,29.326297530398918
2024-06-05 21:00:00+00:00,OI_FLUSH_bull,-1.0900000000000003,stop,28.236297530398918
2024-06-07 18:00:00+00:00,OI_FLUSH_bull,0.3295182586198184,tif,28.565815789018735
2024-07-27 20:00:00+00:00,OI_FLUSH_bull,1.4099999999999897,target,29.975815789018725
2024-09-27 18:00:00+00:00,OI_FLUSH_bull,-0.1569764898851803,tif,29.818839299133543
2024-10-07 20:00:00+00:00,OI_FLUSH_bull,-1.09,stop,28.728839299133544
2024-10-15 17:00:00+00:00,OI_FLUSH_bull,0.2633759380933268,tif,28.99221523722687
2024-10-17 19:00:00+00:00,OI_FLUSH_bull,1.4100000000000026,target,30.402215237226873
2024-10-18 22:00:00+00:00,OI_FLUSH_bull,0.6046532306911521,tif,31.006868467918025
2024-10-29 20:00:00+00:00,OI_FLUSH_bull,-1.09,stop,29.916868467918025
2024-11-01 15:00:00+00:00,OI_FLUSH_bull,-1.0900000000000003,stop,28.826868467918025
2024-11-13 19:00:00+00:00,OI_FLUSH_bull,-1.09,stop,27.736868467918026
2024-11-18 14:00:00+00:00,OI_FLUSH_bull,1.410000000000008,target,29.146868467918033
2024-11-19 22:00:00+00:00,OI_FLUSH_bull,1.4100000000000077,target,30.55686846791804
2024-11-21 15:00:00+00:00,OI_FLUSH_bull,1.4099999999999966,target,31.966868467918037
2024-11-23 00:00:00+00:00,OI_FLUSH_bull,-1.0900000000000003,stop,30.876868467918037
2024-11-26 18:00:00+00:00,OI_FLUSH_bull,1.4099999999999924,target,32.286868467918026
2024-12-05 16:00:00+00:00,OI_FLUSH_bull,-1.09,stop,31.196868467918026
2024-12-12 20:00:00+00:00,OI_FLUSH_bull,0.2784265267099245,tif,31.47529499462795
2024-12-16 04:00:00+00:00,OI_FLUSH_bull,1.4100000000000037,target,32.885294994627955
2024-12-18 00:00:00+00:00,OI_FLUSH_bull,-1.0900000000000003,stop,31.795294994627955
2025-02-11 20:30:00+00:00,FUNDING_CVD,1.5715679780635432,tif,33.3668629726915
2025-04-28 16:00:00+00:00,OI_FLUSH_bull,0.0287585065784206,tif,33.39562147926992
2025-05-01 20:00:00+00:00,OI_FLUSH_bull,-0.112004346896457,tif,33.283617132373465
2025-05-05 01:00:00+00:00,OI_FLUSH_bull,1.4100000000000004,target,34.69361713237347
2025-05-07 04:00:00+00:00,OI_FLUSH_bull,1.4100000000000072,target,36.10361713237347
2025-05-18 20:00:00+00:00,OI_FLUSH_bull,1.410000000000007,target,37.513617132373476
2025-05-20 13:00:00+00:00,OI_FLUSH_bull,1.41,target,38.92361713237347
2025-05-21 20:00:00+00:00,OI_FLUSH_bull,1.41,target,40.33361713237347
2025-05-23 12:00:00+00:00,OI_FLUSH_bull,-0.5164716870954295,tif,39.81714544527804
2025-10-05 11:00:00+00:00,OI_FLUSH_bull,0.308660759140838,tif,40.12580620441887
2025-10-09 17:45:00+00:00,FUNDING_CVD,-1.0805808724006871,stop,39.045225332018184
2026-01-31 21:30:00+00:00,FUNDING_CVD,-1.0383169252287607,stop,38.00690840678942
2026-02-06 17:30:00+00:00,FUNDING_CVD,-1.037595227046005,stop,36.969313179743416
2026-04-21 19:00:00+00:00,OI_FLUSH_bull,1.41,target,38.37931317974341
2026-04-23 10:00:00+00:00,OI_FLUSH_bull,0.1597321067333363,tif,38.53904528647675
2026-04-27 05:00:00+00:00,OI_FLUSH_bull,-1.0899999999999994,stop,37.44904528647675
2026-04-29 18:00:00+00:00,OI_FLUSH_bull,1.41,target,38.85904528647675
2026-05-04 10:00:00+00:00,OI_FLUSH_bull,1.409999999999991,target,40.26904528647674
2026-05-06 14:00:00+00:00,OI_FLUSH_bull,-1.09,stop,39.179045286476736
2026-05-07 17:00:00+00:00,OI_FLUSH_bull,0.3551409248588096,tif,39.534186211335545
2026-05-11 03:00:00+00:00,OI_FLUSH_bull,0.2344998971415327,tif,39.76868610847708
2026-06-05 20:30:00+00:00,FUNDING_CVD,0.6782042464888867,tif,40.446890354965966
2026-06-17 13:15:00+00:00,FUNDING_CVD,-1.1268456364993975,stop,39.32004471846657
2026-08-21 12:00:00+00:00,OI_FLUSH_bull,-1.0899999999999996,stop,38.23004471846657
2026-09-04 14:00:00+00:00,OI_FLUSH_bull,0.3114630930344627,tif,38.541507811501035
