ts,idx,entry,oi_chg_4h,px_chg_4h,ret_30d,regime,ret_30d_backonly,regime_backonly,r_outcome,exit_kind,window_span_h,resolved
2022-09-29 13:00:00+00:00,5815,18981.0,-0.027483981452971706,-0.025200675852647736,-0.011139670051658501,flat_30d,-0.04282015240068071,flat_30d,1.4100000000000046,target,4.0,True
2022-09-30 18:00:00+00:00,5844,19660.3,-0.02567388118557168,-0.016069945048895584,-0.031424793553376684,flat_30d,-0.011139670051658501,flat_30d,-1.0899999999999996,stop,4.0,True
2022-10-06 08:00:00+00:00,5978,20138.7,-0.021962330175557265,-0.010222787970530889,0.062428453531400585,flat_30d,0.018453467037993443,flat_30d,-1.0899999999999996,stop,4.0,True
2022-10-07 13:00:00+00:00,6007,19594.5,-0.020926972256177012,-0.018876899581904194,0.012127339658837721,flat_30d,0.062428453531400585,flat_30d,-1.09,stop,4.0,True
2022-10-14 14:00:00+00:00,6176,19456.9,-0.03269998416942588,-0.011271069735297568,-0.052055201068407886,flat_30d,-0.039528828270303795,flat_30d,-1.0900000000000003,stop,4.0,True
2022-10-18 16:00:00+00:00,6274,19403.9,-0.03163618847964078,-0.011044514438905861,-0.00430827900744668,flat_30d,-0.0279275693960801,flat_30d,-1.0899999999999996,stop,4.0,True
2022-10-24 03:00:00+00:00,6405,19384.0,-0.02219169067580673,-0.009033419049420566,0.021527153508539953,flat_30d,0.014522294315040485,flat_30d,1.4100000000000001,target,4.0,True
2022-10-27 20:00:00+00:00,6494,20383.2,-0.05441864631394511,-0.008806523927388676,0.06373327879769919,flat_30d,0.0802443758684035,flat_30d,-1.0899999999999999,stop,4.0,True
2022-10-31 14:00:00+00:00,6584,20326.5,-0.031173002273105266,-0.02001292089327722,0.061023622047243986,flat_30d,0.06201929764008285,flat_30d,0.1505726514648352,tif,4.0,True
2022-11-02 22:00:00+00:00,6640,20100.8,-0.024057781402978207,-0.016840220884221657,0.02640403628580157,flat_30d,0.07468476697428783,flat_30d,1.4100000000000044,target,4.0,True
2022-11-04 18:00:00+00:00,6684,20938.9,-0.04450029574162284,-0.012735159602055623,0.049012406947890774,flat_30d,-0.006555845177789732,flat_30d,0.5630906590126483,tif,4.0,True
2022-11-06 23:00:00+00:00,6737,20900.0,-0.03307935992993716,-0.013532074367409774,0.07064735744765849,flat_30d,0.0669489826601184,flat_30d,-1.09,stop,4.0,True
2022-11-07 23:00:00+00:00,6761,20578.6,-0.020796743048193567,-0.012372578756407182,0.060413682225268106,flat_30d,0.07064735744765849,flat_30d,-1.0899999999999999,stop,4.0,True
2022-11-09 01:00:00+00:00,6787,18310.7,-0.04483520274742625,-0.020383378718896616,-0.16832252666806102,bear_30d,-0.046114256304683465,flat_30d,-1.09,stop,4.0,True
2022-11-10 10:00:00+00:00,6820,16396.4,-0.02204328405376954,-0.01664867458318331,-0.07698766727892936,flat_30d,-0.16832252666806102,bear_30d,1.41,target,4.0,True
2022-11-11 21:00:00+00:00,6855,16796.3,-0.025666415021023847,-0.006100808312721306,-0.10913411322331312,bear_30d,-0.07698766727892936,flat_30d,-1.09,stop,4.0,True
2022-11-15 19:00:00+00:00,6949,16847.4,-0.021177690824930262,-0.007692307692307554,-0.12277229779917842,bear_30d,-0.12881156743824895,bear_30d,-1.0899999999999999,stop,4.0,True
2022-11-28 01:00:00+00:00,7243,16135.1,-0.033057264177445145,-0.0262168442016959,-0.22081387912505357,bear_30d,-0.2021202168801135,bear_30d,1.4100000000000004,target,4.0,True
2022-12-05 15:00:00+00:00,7425,17073.8,-0.04110934032090752,-0.013200633445457854,-0.20345797772652774,bear_30d,-0.19103871773522063,bear_30d,-1.0900000000000003,stop,4.0,True
2022-12-07 06:00:00+00:00,7464,16945.7,-0.022451005820816383,-0.005924900420609225,-0.182257296414722,bear_30d,-0.18284210526315792,bear_30d,0.6839426521182329,tif,4.0,True
2022-12-12 00:00:00+00:00,7578,16943.5,-0.027097212514078373,-0.008798460269452968,0.023389203243905587,flat_30d,0.0011138272864235077,flat_30d,1.410000000000005,target,4.0,True
2022-12-13 17:00:00+00:00,7619,17641.9,-0.024151063974452103,-0.014198703620920794,0.08920299977942792,flat_30d,0.023389203243905587,flat_30d,1.410000000000005,target,4.0,True
2022-12-15 02:00:00+00:00,7652,17714.1,-0.020631122682365555,-0.006483563941064752,0.027445035912436522,flat_30d,0.07218823019295173,flat_30d,-1.09,stop,4.0,True
2022-12-16 08:00:00+00:00,7682,17215.0,-0.02932553405352778,-0.009607640087446745,-0.0015915342390063758,flat_30d,0.027445035912436522,flat_30d,-1.0900000000000003,stop,4.0,True
2022-12-19 22:00:00+00:00,7768,16407.4,-0.03295160046618151,-0.007902963460131307,-0.015797135309023602,flat_30d,0.0024326380941537273,flat_30d,1.4100000000000004,target,4.0,True
2023-01-03 16:00:00+00:00,8122,16617.3,-0.021151505947104132,-0.005172506690134582,-0.02528144097780638,flat_30d,-0.012648478924138784,flat_30d,0.5590224043617225,tif,4.0,True
2023-01-09 21:00:00+00:00,8271,17172.5,-0.020827429491129923,-0.01016779161791248,0.0029030373831775425,flat_30d,0.00015769185842784417,flat_30d,1.0018619886446332,tif,4.0,True
2023-01-14 09:00:00+00:00,8379,20542.4,-0.0363385689692457,-0.015423548470585913,0.2081052109867565,bull_30d,0.11909188436241491,bull_30d,1.409999999999996,target,4.0,True
2023-01-18 16:00:00+00:00,8482,20851.3,-0.023516165387225785,-0.019127006900964028,0.2587344484211038,bull_30d,0.2630317447983601,bull_30d,1.0147272831909737,tif,4.0,True
2023-01-21 22:00:00+00:00,8560,22739.6,-0.024540755621080712,-0.02180964097975613,0.3548154976063751,bull_30d,0.3473031463292826,bull_30d,0.31567995919013436,tif,4.0,True
2023-01-25 00:00:00+00:00,8634,22647.9,-0.02365724583810902,-0.01549275570219466,0.3634917725523119,bull_30d,0.34491571764817763,bull_30d,1.4100000000000077,target,4.0,True
