ts,direction,entry,atr,risk,funding_z,cvd_z,r_outcome,exit_kind,resolved,cutover_mixed,handling,ret_30d,regime
2026-06-05 20:30:00+00:00,long,61241.8,590.7261036392872,2953.6305181964362,-2.0304661193945677,0.9250511882219468,0.6782042464888867,tif,True,False,A,-0.2502527948730866,bear_30d
2026-06-17 13:15:00+00:00,long,64884.6,184.14867586013813,920.7433793006907,-2.3538780689014698,1.0153629691044594,-1.1268456364993977,stop,True,False,A,-0.16228924992723792,bear_30d
2026-06-05 20:30:00+00:00,long,61241.8,590.7261036392872,2953.6305181964362,-2.0304661193947107,0.9250511882219468,0.6782042464888867,tif,True,False,B,-0.2502527948730866,bear_30d
2026-06-17 13:15:00+00:00,long,64884.6,184.14867586013813,920.7433793006907,-2.3538780689016727,1.0153629691044594,-1.1268456364993977,stop,True,False,B,-0.16228924992723792,bear_30d
