fire_ts,fire_dt,entry_ts,entry_dt,exit_ts,exit_dt,date,year,z,premium_bp,entry_px,exit_px,sl_px,atr,risk_frac,gross_ret,net_ret,R,reason,bars_held,hours_held
1678482000,2023-03-10 21:00,1678482000,2023-03-10 21:00,1678654800,2023-03-12 21:00,2023-03-10,2023,4.708720441323003,12.003285109609202,1424.61,1541.12,1384.0720590357362,20.268970482131866,0.028455465681318914,0.08178378643979756,0.07998378643979756,2.81084088855053,TIME,48,48
1678654800,2023-03-12 21:00,1678654800,2023-03-12 21:00,1678827600,2023-03-14 21:00,2023-03-12,2023,2.812491783978372,103.0419435215954,1541.12,1695.37,1504.9380298115072,18.09098509424637,0.02347771113767438,0.10008954526578073,0.09828954526578074,4.1865045825551865,TIME,48,48
1681023600,2023-04-09 07:00,1681023600,2023-04-09 07:00,1681196400,2023-04-11 07:00,2023-04-09,2023,2.333642502334342,10.51490337730014,1835.49,1921.74,1819.192287899486,8.148856050256974,0.008879215958961338,0.04699017700995375,0.045190177009953744,5.089433258388722,TIME,48,48
1681203600,2023-04-11 09:00,1681203600,2023-04-11 09:00,1681232400,2023-04-11 17:00,2023-04-11,2023,2.271984277701945,9.752078183506567,1917.54,1894.181495532635,1894.181495532635,11.67925223368252,0.01218149528425224,-0.012181495284252239,-0.013981495284252238,-1.1477651107682132,SL,8,8
1681380000,2023-04-13 10:00,1681380000,2023-04-13 10:00,1681552800,2023-04-15 10:00,2023-04-13,2023,2.0513726583577165,10.820332159034178,1987.0,2106.4,1950.2311415485485,18.38442922572579,0.018504709839683733,0.060090588827378,0.058290588827378,3.150040683284459,TIME,48,48
1683291600,2023-05-05 13:00,1683291600,2023-05-05 13:00,1683374400,2023-05-06 12:00,2023-05-05,2023,2.1120209363433426,9.472049689440617,1932.0,1905.2939804279627,1905.2939804279627,13.353009786018712,0.01382299149691378,-0.01382299149691374,-0.01562299149691374,-1.1302178331225798,SL,23,23
1683464400,2023-05-07 13:00,1683464400,2023-05-07 13:00,1683500400,2023-05-07 23:00,2023-05-07,2023,2.328276585820703,16.306052053934835,1913.4,1888.976665451541,1888.976665451541,12.211667274229512,0.012764364246084991,-0.012764364246084991,-0.01456436424608499,-1.1410175990983715,SL,10,10
1685221200,2023-05-27 21:00,1685221200,2023-05-27 21:00,1685394000,2023-05-29 21:00,2023-05-27,2023,2.085662218217505,6.127182808875064,1827.92,1890.43,1815.873032185446,6.023483907277083,0.006590533401108455,0.034197339052037284,0.03239733905203728,4.915738541980291,TIME,48,48
1685433600,2023-05-30 08:00,1685433600,2023-05-30 08:00,1685498400,2023-05-31 02:00,2023-05-30,2023,3.0985144137249563,7.62259231222162,1902.24,1884.7952887661681,1884.7952887661681,8.72235561691591,0.009170615292408856,-0.00917061529240888,-0.01097061529240888,-1.1962790873465172,SL,18,18
1686369600,2023-06-10 04:00,1686369600,2023-06-10 04:00,1686373200,2023-06-10 05:00,2023-06-10,2023,2.127863149712695,6.263281512134498,1788.2,1766.3208044397556,1766.3208044397556,10.939597780122195,0.012235317951148858,-0.012235317951148864,-0.014035317951148863,-1.147115098045408,SL,1,1
1689094800,2023-07-11 17:00,1689094800,2023-07-11 17:00,1689267600,2023-07-13 17:00,2023-07-11,2023,2.049852741835602,3.4169963534247385,1872.99,1989.02,1855.0920720042757,8.948963997862128,0.009555805421131056,0.06194907607622036,0.06014907607622036,6.2945061588645155,TIME,48,48
1689267600,2023-07-13 17:00,1689267600,2023-07-13 17:00,1689357600,2023-07-14 18:00,2023-07-13,2023,3.4937530506793237,5.5303616856537845,1989.02,1958.8485021399563,1958.8485021399563,15.085748930021861,0.015169026887634976,-0.015169026887634966,-0.016969026887634967,-1.1186628524910363,SL,25,25
1689483600,2023-07-16 05:00,1689483600,2023-07-16 05:00,1689588000,2023-07-17 10:00,2023-07-16,2023,2.3376869674516234,5.766233766233246,1925.0,1910.0546489699495,1910.0546489699495,7.4726755150252595,0.0077638187169093605,-0.00776381871690933,-0.00956381871690933,-1.2318446714990428,SL,29,29
1692306000,2023-08-17 21:00,1692306000,2023-08-17 21:00,1692478800,2023-08-19 21:00,2023-08-17,2023,18.22909703806025,53.32082597909053,1620.38,1669.41,1572.5973214965484,23.89133925172581,0.02948856348723856,0.030258334464755163,0.028458334464755163,0.9650634381383401,TIME,48,48
1694534400,2023-09-12 16:00,1694534400,2023-09-12 16:00,1694707200,2023-09-14 16:00,2023-09-12,2023,2.0698055866153933,1.1882872402970377,1598.94,1634.81,1571.6334865805488,13.653256709725582,0.017077884985960176,0.022433612268127564,0.020633612268127564,1.2082065364118901,TIME,48,48
1694714400,2023-09-14 18:00,1694714400,2023-09-14 18:00,1694887200,2023-09-16 18:00,2023-09-14,2023,2.35931301542341,2.4542286359402823,1629.84,1637.04,1609.9854276590133,9.92728617049328,0.012181914998396506,0.004417611544691532,0.0026176115446915316,0.21487685187723649,TIME,48,48
1694890800,2023-09-16 19:00,1694890800,2023-09-16 19:00,1694912400,2023-09-17 01:00,2023-09-16,2023,2.237428657570695,3.8569854291654324,1633.4,1622.8211910915518,1622.8211910915518,5.289404454224109,0.006476557431399668,-0.006476557431399723,-0.008276557431399724,-1.2779254286039818,SL,6,6
1696251600,2023-10-02 13:00,1696251600,2023-10-02 13:00,1696255200,2023-10-02 14:00,2023-10-02,2023,2.246688142983268,5.902743618381733,1728.01,1707.8622044698557,1707.8622044698557,10.073897765072164,0.011659536420590349,-0.011659536420590345,-0.013459536420590345,-1.1543800658164467,SL,1,1
1696618800,2023-10-06 19:00,1696618800,2023-10-06 19:00,1696741200,2023-10-08 05:00,2023-10-06,2023,2.008339500172275,5.284770142870364,1646.24,1626.8673027839322,1626.8673027839322,9.686348608033866,0.011767845038431658,-0.011767845038431677,-0.013567845038431676,-1.1529591861654827,SL,34,34
1697799600,2023-10-20 11:00,1697799600,2023-10-20 11:00,1697853600,2023-10-21 02:00,2023-10-20,2023,2.1566464947819517,8.61668164770711,1613.15,1592.677193674407,1592.677193674407,10.236403162796602,0.012691198168547997,-0.012691198168547985,-0.014491198168547985,-1.1418305802253441,SL,15,15
1698764400,2023-10-31 15:00,1698764400,2023-10-31 15:00,1698937200,2023-11-02 15:00,2023-10-31,2023,2.004625608079761,7.2008306074373065,1791.46,1803.2,1765.628254745821,12.915872627089453,0.01441938154029613,0.006553314056691195,0.004753314056691195,0.3296475679908791,TIME,48,48
1699138800,2023-11-04 23:00,1699138800,2023-11-04 23:00,1699311600,2023-11-06 23:00,2023-11-04,2023,2.8724927180768343,9.10786078446196,1855.54,1900.95,1837.398279121419,9.070860439290538,0.009777057287140711,0.02447266024984645,0.02267266024984645,2.318965674842337,TIME,48,48
1699538400,2023-11-09 14:00,1699538400,2023-11-09 14:00,1699711200,2023-11-11 14:00,2023-11-09,2023,5.56586401178112,17.690373110632827,1984.13,2081.54,1951.6741664144502,16.227916792775,0.01635771526339,0.04909456537626055,0.04729456537626055,2.891269631163585,TIME,48,48
1699718400,2023-11-11 16:00,1699718400,2023-11-11 16:00,1699736400,2023-11-11 21:00,2023-11-11,2023,2.031035360652022,9.256062001229143,2085.12,2052.162351468386,2052.162351468386,16.47882426580686,0.015806115970118613,-0.015806115970118658,-0.017606115970118658,-1.1138799692095729,SL,5,5
