asset,entry_ts,entry_dt,exit_ts,exit_dt,year,z,premium_bp,entry_px,exit_px,stop_px,atr,R_unit,bars_held,exit_reason,ret_gross,ret_net,trade_R,diag_nostop_net,diag_nostop_R
BTC,1711393200,2024-03-25 19:00,1711400400,2024-03-25 21:00,2024,3.150887170684981,15.615644054069456,70960.89,69648.36934614985,69648.36934614985,656.2603269250759,1312.5206538501518,2,SL,-0.018496395040284185,-0.020296395040284184,-1.0973162606053606,-0.03433750058659072,-1.8564428642341078
BTC,1711753200,2024-03-29 23:00,1711926000,2024-03-31 23:00,2024,2.053796850385079,7.617693435155464,69850.54,71280.01,69016.59529104215,416.9723544789209,833.9447089578418,48,TimeStop,0.0204646950474542,0.0186646950474542,1.5633398881194995,0.0186646950474542,1.5633398881194998
BTC,1711998000,2024-04-01 19:00,1712023200,2024-04-02 02:00,2024,2.1230039049267386,8.83155168396187,69648.01,68567.9899800643,68567.9899800643,540.0100099678449,1080.0200199356898,7,SL,-0.015506832426880416,-0.017306832426880418,-1.1160778649338987,-0.057279115627280594,-3.6937985818425325
BTC,1713034800,2024-04-13 19:00,1713038400,2024-04-13 20:00,2024,3.1831810002726457,12.111808959713558,64788.01,63187.232851185036,63187.232851185036,800.3885744074825,1600.777148814965,1,SL,-0.024707922790265766,-0.026507922790265766,-1.07285112614603,-0.024750234155980426,-1.0017124614672728
BTC,1713448800,2024-04-18 14:00,1713488400,2024-04-19 01:00,2024,2.28911602723009,12.274241627214021,63816.57,62247.568053347604,62247.568053347604,784.5009733261993,1569.0019466523986,11,SL,-0.024586121545742672,-0.026386121545742672,-1.0732120353611299,6.095868204765691e-05,0.0024793939920228036
BTC,1715792400,2024-05-15 17:00,1715965200,2024-05-17 17:00,2024,2.4774149961751593,7.89280785947847,65046.56,66702.52,63973.69916603634,536.4304169818292,1072.8608339636585,48,TimeStop,0.02545807187958912,0.02365807187958912,1.4343670150719041,0.02365807187958912,1.434367015071904
BTC,1715972400,2024-05-17 19:00,1716145200,2024-05-19 19:00,2024,2.417572518460844,7.69747161697175,67047.99,66079.11995100867,66079.11995100867,484.43502449566904,968.8700489913381,48,SL,-0.014450396633684793,-0.016250396633684792,-1.1245640549273215,-0.016923197578331734,-1.1711233959407434
BTC,1716220800,2024-05-20 16:00,1716393600,2024-05-22 16:00,2024,2.549172158030737,8.137549666330436,68190.06,70229.88,67344.91372536254,422.57313731872995,845.1462746374599,48,TimeStop,0.029913744026622165,0.028113744026622166,2.268338569938524,0.028113744026622166,2.2683385699385243
BTC,1717513200,2024-06-04 15:00,1717686000,2024-06-06 15:00,2024,2.603008315049324,4.402015756972782,70445.0,71300.0,69536.97822620167,454.0108868991683,908.0217737983367,48,TimeStop,0.012137128256086309,0.01033712825608631,0.801962046519962,0.01033712825608631,0.801962046519962
BTC,1720144800,2024-07-05 02:00,1720152000,2024-07-05 04:00,2024,2.69545913037391,4.2911205186213275,55766.32,54322.36486801002,54322.36486801002,721.9775659949871,1443.9551319899742,2,SL,-0.025892960697244796,-0.027692960697244796,-1.06951696335721,0.044709613687975075,1.7267092091455027
