fid,bar_ts,entry_ts,i0,entry,entry_close_on_path,P0,OI_E,OI_0,ledger_px_chg_4h,ledger_oi_chg_4h,shape,S,T,C,hours_to_spike,hours_to_top,hours_spike_to_top,top_runup_pct,top_after_48h,fall_24h_after_top_pct,n_false_tops,max_pct_7d,min_pct_7d,first_PR_ge_1_min
BTC:1708639200,1708639200,1708642800,2180100,51481.6,51481.6,51747.3,84518.193,87139.744,-0.0051345674073817,-0.0300302676463247,spike_reversal,5310,5948,5950,88.5,99.13333333333334,10.633333333333333,12.234273993038292,True,-3.7938733125648993,2.0,24.89899303828942,-1.882031638488313,3063
BTC:1709150400,1709150400,1709154000,2188620,60469.5,60469.5,62530.3,75371.699,82670.604,-0.0329568225324363,-0.08842282559889,spike_reversal,125,161,229,2.0833333333333335,2.683333333333333,0.6,3.7051736826003268,False,-3.6007016424812632,0.0,14.685916040317837,-2.2449333961749307,138
BTC:1709247600,1709247600,1709251200,2190240,61203.3,61203.3,61681.8,71955.361,74937.124,-0.0077575557133546,-0.039716515295621,spike_reversal,758,802,947,12.633333333333333,13.366666666666667,0.7333333333333333,2.5271513137363533,False,-2.4701195219123506,1.0,13.310883563467968,-3.4169726142217915,27
BTC:1709654400,1709654400,1709658000,2197020,65621.9,65621.9,67399.1,80372.872,82158.613,-0.0263683046212784,-0.0251880699985155,spike_reversal,901,935,1016,15.016666666666667,15.583333333333334,0.5666666666666667,3.211732668514644,False,-4.597701149425292,0.0,11.807186320420481,-9.920316235890759,911
BTC:1710115200,1710115200,1710118800,2204700,68149.9,68149.9,69372.8,76534.881,78370.252,-0.0176279463997418,-0.0237522854908696,spike_reversal,361,1098,1592,6.016666666666667,18.3,12.283333333333333,6.955402722527859,False,-5.885581012484565,5.0,8.410137065498269,-5.267946101168153,359
BTC:1710468000,1710468000,1710471600,2210580,69062.4,69062.4,71594.0,80952.256,84288.966,-0.0353605050702573,-0.0433074058154016,spike_reversal,956,972,1006,15.933333333333334,16.2,0.26666666666666666,2.39421161152813,False,-5.678920865038828,0.0,2.39421161152813,-11.963673431563338,-1
BTC:1710630000,1710630000,1710633600,2213280,65351.0,65351.0,66969.1,76410.461,78865.516,-0.0241618895878846,-0.0279812848996905,spike_reversal,536,1360,1476,8.933333333333334,22.666666666666668,13.733333333333333,5.541460727456338,False,-3.4373169557677996,6.0,5.651635017061696,-6.963933222138907,619
BTC:1710842400,1710842400,1710846000,2216820,63303.4,63303.4,64977.1,79076.253,81622.956,-0.0257583056184409,-0.0334841988813506,spike_reversal,309,389,428,5.15,6.483333333333333,1.3333333333333333,3.9482871378156537,False,-7.602715993848285,0.0,13.183494093524196,-3.954605913742393,355
BTC:1710950400,1710950400,1710954000,2218620,63139.8,63139.8,64102.0,76917.783,78586.067,-0.0150104520919783,-0.0237812794757099,spike_reversal,18,463,645,0.3,7.716666666666667,7.416666666666667,8.162997031982977,False,-5.4818951619397875,6.0,13.855286206164719,-1.3395671193130232,15
BTC:1711141200,1711141200,1711144800,2221800,63010.6,63010.6,63624.2,73724.063,75845.872,-0.0096441291206804,-0.0283737966807442,spike_reversal,227,245,334,3.783333333333333,4.083333333333333,0.3,2.2335924431762244,False,-2.1698904033034316,0.0,14.088740624593331,-0.6802030134612225,118
