variant,n,net_exp_r,gross_exp_r,wr_pct,total_r,max_dd_r,mar_like,trades_per_day,med_cost_r,med_risk_pct,split
A_sweepfade_1_1.5_1.0_None,21919,-0.0953242138987629,-0.005269535307313053,49.710297002600484,-2089.411444446984,-2198.3563540537684,-0.9504425615956713,37.98786828422877,0.07862255613029757,2.289419332814545,IS
A_sweepfade_1_1.5_1.0_None,15440,-0.04939728789259857,0.053025197923165894,52.61010362694301,-762.6941250617219,-923.5919870091975,-0.825791188955093,43.49295774647887,0.08576065323589788,2.0988647253963846,OOS
A_sweepfade_1_1.5_1.0_None,37359,-0.0763431989482777,0.018822937218145198,50.908750234213976,-2852.1055695087066,-2856.6616609497296,-0.9984050993846053,40.041800643086816,0.0813378876917197,2.2129908349995695,ALL
A_sweepfade_1_1.5_1.0_skip_up30d,15417,-0.10866186083505895,-0.014846648581414169,49.244340662904584,-1675.239908494104,-1793.7635252049654,-0.933924614339943,26.719237435008665,0.08302691701906809,2.1679716224879324,IS
A_sweepfade_1_1.5_1.0_skip_up30d,14255,-0.03750135306582484,0.06384689105711876,53.146264468607505,-534.5817879533331,-721.2740748170297,-0.7411631814008343,40.38243626062323,0.08523459740546094,2.1118185042130264,OOS
A_sweepfade_1_1.5_1.0_skip_up30d,29672,-0.07447498302936902,0.022959242748704697,51.11889997303856,-2209.8216964474373,-2220.173540017468,-0.9953373718840243,31.836909871244636,0.08407944924659098,2.1408322963792843,ALL
A_sweepfade_1_1.5_1.5_None,21919,-0.08905786586022754,0.0009968127312223348,40.21625074136594,-1952.0593617903276,-2156.384609024716,-0.9052463802703543,37.98786828422877,0.07862255613029757,2.289419332814545,IS
A_sweepfade_1_1.5_1.5_None,15440,-0.02138389467088054,0.08103859114488392,43.54922279792746,-330.1673337183955,-883.2241688923931,-0.37382053769253365,43.49295774647887,0.08576065323589788,2.0988647253963846,OOS
A_sweepfade_1_1.5_1.5_None,37359,-0.06108907346312061,0.03407706270330228,41.593725742123716,-2282.226695508723,-2291.1133856390543,-0.9961212351226115,40.041800643086816,0.0813378876917197,2.2129908349995695,ALL
A_sweepfade_1_1.5_1.5_skip_up30d,15417,-0.09943180193280425,-0.005616589679159469,39.96886553804242,-1532.9400903980431,-1757.6963716091132,-0.8721302013013129,26.719237435008665,0.08302691701906809,2.1679716224879324,IS
A_sweepfade_1_1.5_1.5_skip_up30d,14255,-0.006819641004735868,0.09452860311820775,44.10382321992283,-97.21398252250981,-646.0418986504699,-0.1504762813767684,40.38243626062323,0.08523459740546094,2.1118185042130264,OOS
A_sweepfade_1_1.5_1.5_skip_up30d,29672,-0.05493913699516558,0.04249508878290812,41.955378808304125,-1630.154072920553,-1893.576550002386,-0.8608862804719983,31.836909871244636,0.08407944924659098,2.1408322963792843,ALL
A_sweepfade_1_2.5_1.0_None,21919,-0.051976035111016776,0.0020567720438531578,50.05246589716684,-1139.2627135983766,-1456.8105242257461,-0.7820253180857976,37.98786828422877,0.047173533678178545,3.8156988880242415,IS
A_sweepfade_1_2.5_1.0_None,15440,-0.0014615950622972067,0.059991896427161476,53.218911917098445,-22.56702776186887,-549.2773187465551,-0.04108494378279916,43.49295774647887,0.05145639194153873,3.4981078756606405,OOS
A_sweepfade_1_2.5_1.0_None,37359,-0.03109905889772867,0.02600062280212507,51.36111780293905,-1161.8297413602454,-1575.9492921974577,-0.7372253327644978,40.041800643086816,0.04880273261503182,3.6883180583326167,ALL
A_sweepfade_1_2.5_1.0_skip_up30d,15417,-0.046433707865944196,0.009855419486242677,50.372964908866834,-715.8684741692616,-1033.1339479647277,-0.6929096421422618,26.719237435008665,0.049816150211440854,3.613286037479888,IS
A_sweepfade_1_2.5_1.0_skip_up30d,14255,0.007619953172820755,0.06842889964658688,53.66538056822168,108.62243247855986,-366.5090836997432,0.29637036927452276,40.38243626062323,0.051140758443276556,3.5196975070217107,OOS
A_sweepfade_1_2.5_1.0_skip_up30d,29672,-0.02046528854444264,0.03799524692240158,51.95470477217579,-607.246041690702,-1152.3845652954462,-0.5269473923707207,31.836909871244636,0.050447669547954585,3.568053827298808,ALL
A_sweepfade_1_2.5_1.5_None,21919,-0.04846969513955692,0.005563112015312995,42.529312468634515,-1062.4072477639481,-1619.1632758473415,-0.6561458400221982,37.98786828422877,0.047173533678178545,3.8156988880242415,IS
A_sweepfade_1_2.5_1.5_None,15440,0.0016390864214350176,0.06309257791089369,45.388601036269435,25.307494346956673,-643.7480397483678,0.03931273228707465,43.49295774647887,0.05145639194153873,3.4981078756606405,OOS
A_sweepfade_1_2.5_1.5_None,37359,-0.02776037242477024,0.029339309275083495,43.71102010225113,-1037.0997534169915,-1738.9393816954982,-0.5963978758165795,40.041800643086816,0.04880273261503182,3.6883180583326167,ALL
