,realized,cycles,unrealized,equity,ret
2020-01-01,0.0004929179337242037,3,-0.00036052855779604366,0.00013238937592816003,0.00013238937592816003
2020-01-02,0.0005082619173282367,3,-0.007809527756911212,-0.006808347905858771,-0.006940737281786931
2020-01-03,0.004448887273604564,27,-0.0003441301134623496,0.005105937011194655,0.011914284917053427
2020-01-04,0.0009601603747816277,6,-0.0003491747881653114,0.0060610527112733206,0.0009551157000786655
2020-01-05,0.0012643748883878346,8,-0.00153370935971498,0.006140893028111486,7.984031683816537e-05
2020-01-06,0.0020097674532634892,13,0.0,0.009684369841089956,0.0035434768129784704
2020-01-07,0.005274939095465342,32,-4.259646230704131e-05,0.014916712474248259,0.005232342633158303
2020-01-08,0.007100066754508894,45,-0.00647765278648388,0.015581722904580314,0.0006650104303320553
2020-01-09,0.003667069127241844,22,-0.02099102826778078,0.00473541655052526,-0.010846306354055054
2020-01-10,0.00624733349978229,38,-0.0020294213469369275,0.0299443569711514,0.02520894042062614
2020-01-11,0.0027184216971942784,17,-0.008328340393541123,0.026363859621741485,-0.003580497349409916
2020-01-12,0.002088658633713404,13,-0.0024034478963770992,0.03437741075261891,0.008013551130877424
2020-01-13,0.0006405128356031893,4,-0.00513032832656702,0.032291043158032176,-0.0020863675945867327
2020-01-14,0.005729478443284377,35,-0.00016549731072172956,0.04298535261716185,0.01069430945912967
2020-01-15,0.005606043878060127,34,-0.0003005911391106602,0.04845630266683304,0.005470950049671193
2020-01-16,0.0028419562198584367,17,-0.002133675345674415,0.049465174680127726,0.0010088720132946857
2020-01-17,0.004041830947774237,25,-0.00039481971748027883,0.055245861256096096,0.00578068657596837
2020-01-18,0.0011272202679648577,7,-0.00036487093508401157,0.05640303030645722,0.0011571690503611246
2020-01-19,0.004971349964845401,30,-0.013104571316007146,0.04863467989037949,-0.007768350416077728
2020-01-20,0.0013482350602577846,8,-0.01621070001649443,0.04687678625015,-0.001757893640229491
2020-01-21,0.0020224045573903546,12,-0.011541923164208706,0.053567967659826084,0.006691181409676082
2020-01-22,0.0006664602964017873,4,-0.01446703203071166,0.051309319089724914,-0.0022586485701011697
2020-01-23,0.0015669660593592444,9,-0.032733579007701616,0.0346097381720942,-0.016699580917630713
2020-01-24,0.0017526805210703916,10,-0.03001305297691677,0.039082944723949437,0.0044732065518552355
2020-01-25,0.0008879381095997816,5,-0.038294147806167335,0.03168978800429865,-0.007393156719650788
2020-01-26,0.0010468174820630145,6,-0.018042479714681304,0.0529882735778477,0.021298485573549054
2020-01-27,0.002311713426212055,14,-0.005190771157865841,0.06815169556087522,0.015163421983027517
2020-01-28,0.004707463667126311,30,0.0,0.07804993038586737,0.00989823482499215
2020-01-29,0.0,0,0.0,0.07804993038586737,0.0
2020-01-30,0.0,0,0.0,0.07804993038586737,0.0
2020-01-31,0.0,0,0.0,0.07804993038586737,0.0
2020-02-01,0.0,0,0.0,0.07804993038586737,0.0
2020-02-02,0.0001539669210344547,1,0.0,0.07820389730690182,0.00015396692103444853
2020-02-03,0.0,0,0.0,0.07820389730690182,0.0
2020-02-04,0.0012317681923719333,8,4.18011635768128e-05,0.07947746666285056,0.0012735693559487449
2020-02-05,0.0011317681872855128,7,-0.0006013371019989023,0.07996609658456036,0.0004886299217097961
2020-02-06,0.0026170959310471034,16,-0.0003597776421910195,0.08282475197541535,0.002858655390854989
2020-02-07,0.0011332979873825877,7,-6.10107217884115e-05,0.08425681688320054,0.001432064907785191
2020-02-08,0.0009686384895970139,6,-0.0002135948478389458,0.085072871246747,0.0008160543635464673
2020-02-09,0.001398451377145407,9,9.037271023338169e-05,0.08677529018196474,0.0017024189352177338
2020-02-10,0.002692372565265313,17,-0.004802874494151097,0.08457441554284559,-0.002200874639119152
2020-02-11,0.0020450044814592882,13,0.0,0.09142229451845597,0.006847878975610386
2020-02-12,0.0,0,0.0,0.09142229451845597,0.0
2020-02-13,0.00076414509514766,5,0.0,0.09218643961360364,0.0007641450951476614
