cell,n_days,total_pct,ann_pct,max_dd_pct,mar,sharpe_h1,sharpe_h2,sharpe_full,cycles_per_year,recenters
A_maker_0.2,2441,-662.0310210489774,-99.10116001563075,688.7520906737919,-0.14388509502552962,-3.0574030808456976,-2.017526704324419,-2.550675966716231,31351.32356557377,1599
A_maker_0.5,2441,122.03368701967221,18.26754269833413,61.86756805832031,0.2952684786496534,0.5342505632070642,0.8375519215459666,0.6041847058432265,6402.503176229508,255
B_taker_0.2,2441,-1814.9763498079215,-271.6885703964522,1818.078101759832,-0.14943723822066154,-6.898045188534525,-6.190728130125637,-6.134069181605531,31351.32356557377,1599
B_taker_0.5,2441,-113.77148371263112,-17.03075181395021,136.81571553876745,-0.12447949964581707,-0.7799390321224531,-0.18459530837686564,-0.5519619538605144,6402.503176229508,255
