,realized,cycles,unrealized,equity,ret
2020-01-01,0.0006583130849511723,3,-0.00036052855779604366,0.0002977845271551286,0.0002977845271551286
2020-01-02,0.0006736655140803312,3,-0.007809527756911212,-0.006477549157879708,-0.006775333685034837
2020-01-03,0.005937450584087906,27,-0.0003441301134623496,0.00692529906965706,0.013402848227536769
2020-01-04,0.001290936545115508,6,-0.0003491747881653114,0.008211190940069606,0.0012858918704125458
2020-01-05,0.0017054010642083132,8,-0.00153370935971498,0.00873205743272825,0.0005208664926586448
2020-01-06,0.0027264103075034644,13,0.0,0.012992177099946694,0.004260119667218443
2020-01-07,0.007039163480256445,32,-4.259646230704131e-05,0.019988744117896095,0.006996567017949401
2020-01-08,0.009580832365432071,45,-0.00647765278648388,0.02313452015915133,0.0031457760412552348
2020-01-09,0.004879995710199044,22,-0.02099102826778078,0.013501140388053473,-0.009633379771097857
2020-01-10,0.008342340788673842,38,-0.0020294213469369275,0.04080508809757116,0.02730394770951769
2020-01-11,0.003655619727650577,17,-0.008328340393541123,0.03816178877861755,-0.0026432993189536153
2020-01-12,0.002805344910669664,13,-0.0024034478963770992,0.04689202618645123,0.008730237407833685
2020-01-13,0.0008610305059155053,4,-0.00513032832656702,0.045026176262176816,-0.0018658499242744167
2020-01-14,0.00765907685523715,35,-0.00016549731072172956,0.05765008413325926,0.012623907871082446
2020-01-15,0.007480533069086333,34,-0.0003005911391106602,0.06499552337395667,0.007345439240697409
2020-01-16,0.0037792222452984374,17,-0.002133675345674415,0.06694166141269134,0.0019461380387346683
2020-01-17,0.005420087647320175,25,-0.00039481971748027883,0.07410060468820566,0.007158943275514321
2020-01-18,0.0015131296711646382,7,-0.00036487093508401157,0.07564368314176656,0.0015430784535609005
2020-01-19,0.006625324688368714,30,-0.013104571316007146,0.06952930744921214,-0.006114375692554422
2020-01-20,0.0017893073937910763,8,-0.01621070001649443,0.06821248614251593,-0.001316821306696206
2020-01-21,0.0026840130862935963,12,-0.011541923164208706,0.07556527608109524,0.00735278993857931
2020-01-22,0.0008869922485289036,4,-0.01446703203071166,0.0735271594631212,-0.0020381166179740395
2020-01-23,0.002063200066197021,9,-0.032733579007701616,0.05732381255232827,-0.016203346910792935
2020-01-24,0.0023040580284875425,10,-0.03001305297691677,0.06234839661160066,0.005024584059272391
2020-01-25,0.0011636332469130465,5,-0.038294147806167335,0.055230935029263135,-0.007117461582337524
2020-01-26,0.0013776413495787863,6,-0.018042479714681304,0.07686024447032795,0.021629309441064816
2020-01-27,0.0030835637563440717,14,-0.005190771157865841,0.09279551678348748,0.015935272313159526
2020-01-28,0.006361293144251073,30,0.0,0.1043475810856044,0.011552064302116916
2020-01-29,0.0,0,0.0,0.1043475810856044,0.0
2020-01-30,0.0,0,0.0,0.1043475810856044,0.0
2020-01-31,0.0,0,0.0,0.1043475810856044,0.0
2020-02-01,0.0,0,0.0,0.1043475810856044,0.0
2020-02-02,0.00020909294736076836,1,0.0,0.10455667403296516,0.00020909294736076722
2020-02-03,0.0,0,0.0,0.10455667403296516,0.0
2020-02-04,0.001672776421049246,8,4.18011635768128e-05,0.10627125161759123,0.0017145775846260647
2020-02-05,0.0015176800937183447,7,-0.0006013371019989023,0.10714579344573386,0.0008745418281426304
2020-02-06,0.0034991969095430524,16,-0.0003597776421910195,0.11088654981508479,0.0037407563693509366
2020-02-07,0.0015192107358369888,7,-6.10107217884115e-05,0.1127045274713244,0.0018179776562396027
2020-02-08,0.0012994193263938898,6,-0.0002135948478389458,0.11385136267166775,0.0011468352003433518
2020-02-09,0.0018945926313434856,9,9.037271023338169e-05,0.11604992286108357,0.0021985601894158185
2020-02-10,0.00362955625794572,17,-0.004802874494151097,0.11478623191464482,-0.0012636909464387447
2020-02-11,0.0027616667306109544,13,0.0,0.12235077313940687,0.00756454122476205
2020-02-12,0.0,0,0.0,0.12235077313940687,0.0
2020-02-13,0.0010397720952000304,5,0.0,0.12339054523460691,0.0010397720952000367
2020-02-14,0.00020795441904000609,1,0.0,0.12359849965364691,0.00020795441904000733
2020-02-15,0.0027613789763714647,13,-0.0027978644671219142,0.12356201416289647,-3.648549075044305e-05
2020-02-16,0.004741555577458494,22,-0.0029689593528877565,0.12813247485458912,0.004570460691692646
2020-02-17,0.00616025613793232,28,-0.01050758287377476,0.12675410747163443,-0.0013783673829546872
2020-02-18,0.005577569965756642,26,0.0,0.14283926031116584,0.016085152839531408
2020-02-19,0.00650428512209286,30,-0.013729892683059276,0.13561365275019943,-0.007225607560966407
2020-02-20,0.004677837138313893,21,-0.013596588703897426,0.14042479386767517,0.004811141117475742
2020-02-21,0.0019837156461983735,9,-0.010032785275396146,0.14597231294237484,0.005547519074699664
2020-02-22,0.0006633227034934927,3,-0.011088348178494157,0.1455800727427703,-0.00039224019960454326
2020-02-23,0.002804233499784096,13,-0.0024924467836445006,0.15698020763740406,0.011400134894633762
2020-02-24,0.003729327927957577,17,-0.012995474926548772,0.15020650742245736,-0.006773700214946693
2020-02-25,0.0033930115290041678,15,-0.0371401216196191,0.1294548722583912,-0.020751635164066168
2020-02-26,-0.0996708872453804,18,-0.0005470306078286355,0.06637707602480127,-0.06307779623358993
2020-02-27,0.008068765434791077,37,-0.0012067186802069097,0.07378615338721406,0.007409077362412794
2020-02-28,0.00908691856063472,41,-0.004693485486607904,0.07938630514144779,0.005600151754233729
2020-02-29,0.002207384808820279,10,-0.01224522518078168,0.0740419502560943,-0.0053443548853534945
2020-03-01,0.004027352617641384,18,-0.012186986958875318,0.07812754109564203,0.004085590839547737
2020-03-02,0.003721943734380851,17,-5.7730923335929665e-05,0.09397874086556228,0.01585119976992025
2020-03-03,0.003044684427992973,14,-0.002383240135076581,0.09469791608181459,0.0007191752162523102
2020-03-04,0.0008756913621709697,4,-0.0027895433506428965,0.09516730422841925,0.0004693881466046601
2020-03-05,0.002978955352039788,14,-0.0002902346901996974,0.10064556824090223,0.0054782640124829834
2020-03-06,0.0014659605303300007,7,8.830405627368721e-05,0.10249006751770563,0.001844499276803399
2020-03-07,0.0016855677917590973,8,-0.003996693889752176,0.10009063736343887,-0.00239943015426676
2020-03-08,0.0020426492033514443,9,-0.07310843920752227,0.03302154124902021,-0.06706909611441866
2020-03-09,-0.09952775298623301,52,-0.0004411607517848674,0.006161066718524607,-0.0268604745304956
2020-03-10,0.009185689592185079,43,-0.004351512155873201,0.011436404906621352,0.005275338188096745
2020-03-11,0.006087396024147058,28,-0.0029797441873903215,0.01889556889925129,0.007459163992629938
2020-03-12,-0.35600937314526865,269,-0.013642530077220131,-0.34777659013584716,-0.3666721590350985
2020-03-13,-0.10144002947282939,631,-0.0015143947785291843,-0.4370884843099856,-0.08931189417413843
2020-03-14,0.042625795624181874,193,-0.03965529049819566,-0.4326035844054702,0.004484899904515394
2020-03-15,-0.011095732433164645,137,-0.0015438364128979522,-0.40558786275333714,0.027015721652133062
2020-03-16,-0.05263829560921815,258,-0.005013150996141819,-0.4616954729457991,-0.056107610192461965
2020-03-17,0.021600156004529875,102,0.0,-0.43508216594512744,0.02661330700067166
2020-03-18,0.01929911825379135,91,0.0,-0.4157830476913361,0.019299118253791325
2020-03-19,0.021591601062524945,99,-0.006812934167583685,-0.40100438079639483,0.014778666894941284
2020-03-20,-0.008990315797110396,164,-0.0030604199286623744,-0.4062421823545839,-0.005237801558189092
2020-03-21,0.03392287891376451,154,-0.008051026231097567,-0.3773099097432546,0.0289322726113293
2020-03-22,0.022624458846370595,101,-0.04971743353584015,-0.3963518582016266,-0.019041948458371982
2020-03-23,0.025841464768621272,118,-4.5092981163181404e-05,-0.3208380528783284,0.07551380532329821
2020-03-24,0.015174651538556667,68,-0.0005187179387573641,-0.3061370262973659,0.014701026580962506
2020-03-25,0.016700062796307112,74,-0.008267972916425599,-0.29718621847872706,0.008950807818638828
2020-03-26,0.008376158790261164,37,-0.005029356018257554,-0.28557144279029784,0.011614775688429224
2020-03-27,0.004733706601504083,21,-0.033116048017272574,-0.3089244281878088,-0.02335298539751096
2020-03-28,-0.047221950049666214,39,-0.0009473090310899303,-0.32397763925129236,-0.015053211063483563
