variant,n,traded_n,mean_r,total_r,max_dd_r,mar_like,wr_pct,is_total_r,oos_total_r,scope
wick_p2|tilt=half_after_2stops_7d|H=off,73,73,0.35210176836814405,25.703429090874515,-6.223540164239264,4.130033455647567,45.20547945205479,22.24768459341224,3.45574449746227,ETH
wick_p2|tilt=half_after_2stops_7d|H=on,73,73,0.28091727281331175,20.506960915371756,-4.5,4.557102425638168,45.20547945205479,15.730019119571693,4.776941795800065,ETH
wick_p3|tilt=none|H=off,73,73,0.45481288822154237,33.20134084017259,-9.10105418467391,3.64807638395158,43.83561643835616,31.958617005653736,1.2427238345188574,ETH
wick_p3|tilt=none|H=on,73,73,0.3097111609714064,22.608914750912668,-5.582722320709678,4.049801056205607,43.83561643835616,20.044993618056015,2.5639211328566516,ETH
wick_p3|tilt=skip_after_loss|H=off,73,32,0.5392006057686191,17.25441938459581,-3.354492744327235,5.143674677423187,46.875,14.596088783766298,2.6583306008295096,ETH
wick_p3|tilt=skip_after_loss|H=on,73,32,0.47154064904529613,15.089300769449475,-2.6772463721636175,5.636127076812528,46.875,11.513720238777477,3.575580530672001,ETH
wick_p3|tilt=half_after_loss|H=off,73,73,0.34558739879978356,25.2278801123842,-5.508224248182721,4.580038679563093,43.83561643835616,23.277352894710013,1.9505272176741835,ETH
wick_p3|tilt=half_after_loss|H=on,73,73,0.25820695561891877,18.84910776018107,-3.2702097382777247,5.76388344134406,43.83561643835616,15.779356928416746,3.069750831764326,ETH
wick_p3|tilt=half_after_2stops_7d|H=off,73,73,0.46851151835852867,34.20134084017259,-9.10105418467391,3.7579537651547366,43.83561643835616,31.958617005653736,2.2427238345188574,ETH
wick_p3|tilt=half_after_2stops_7d|H=on,73,73,0.3234097911083927,23.608914750912668,-5.582722320709678,4.228925136278584,43.83561643835616,20.044993618056015,3.5639211328566516,ETH
base|tilt=none|H=off,164,164,0.8144397608652557,133.56812078190194,-11.362071132682729,11.755613850867066,42.073170731707314,115.52864468071118,18.039476101190772,COMBINED
