,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
18274,-0.010069768236655396,-0.004867478690210203,-0.0057860580518146465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18275,0.08626888638454133,0.08626888638454133,0.08626888638454133,0.0,0.0,0.03423295454545472,0.038134000440705806,0.03571873625998978,0.03477351875451462,0.0,0.0,0.0,0.03292700227571976,0.03511150640863714,0.0,0.0,0.020791210777503677,0.0,0.0,0.0,0.0,0.014244302509244466,0.008356415245507565,0.007884600204322245
18276,0.0012939826402011967,0.0012939826402011967,0.0012939826402011967,0.0,0.0,0.0012939826402011967,0.0012939826402011967,0.0012939826402011967,0.0012939826402011967,0.020930356365791214,0.004716400911161767,0.002174439093551861,0.0012939826402011967,0.0012939826402011967,0.0,0.0,0.0012939826402011967,0.0,0.00321500624350346,0.007547402553644389,0.0,0.0012939826402011967,0.0012939826402011967,0.0012939826402011967
18277,-0.011494761041602186,-0.011494761041602186,-0.011494761041602186,0.0,0.0,-0.011494761041602186,-0.011494761041602186,-0.011494761041602186,-0.011494761041602186,-0.011494761041602186,-0.011494761041602186,-0.011494761041602186,-0.011494761041602186,-0.011494761041602186,0.0,0.0,-0.011494761041602186,0.0,-0.011494761041602186,-0.011494761041602186,0.0012377672882677437,-0.011494761041602186,-0.011494761041602186,-0.011494761041602186
18278,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.0,0.0,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.0,0.0,0.02216396540829657,0.0,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.02216396540829657,0.02216396540829657
18279,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.0,0.0,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.0,0.0,0.00030067494794261407,0.0,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407,0.00030067494794261407
18280,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,0.0,0.0,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,0.0,0.0,-0.024031063396426022,0.0,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022,-0.024031063396426022
18281,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,0.0,0.0,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,0.0,0.0,-0.006820506337842036,0.0,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036,-0.006820506337842036
18282,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.0,0.0,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.0,0.0,0.010839644309707408,0.0,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.010839644309707408,0.010839644309707408
18283,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,0.0,0.0,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,0.0,0.0,-0.006143522858781392,0.0,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392,-0.006143522858781392
