,ret
19804,-0.026024380901316868
19805,0.003031037371247214
19806,0.05032004214407837
19807,0.039726534701165495
19808,0.0015453632591067024
19809,-0.007401411670572067
19810,0.018865844086057848
19811,-0.01314004119772949
19812,-0.0038419173280550556
19813,0.024400356528065048
19814,-0.022870507453632394
19815,-0.0600979471584987
19816,0.007626941162614864
19817,0.03827144435510177
19818,-0.009741444423889245
19819,-0.04437058752901693
19820,0.0
19821,0.0
19822,0.0
19823,0.0
19824,0.0
19825,0.0
19826,0.0
19827,0.0
19828,0.0
19829,0.0
19830,0.0
19831,0.0
19832,0.0
19833,0.0
19834,0.0
19835,0.0
19836,0.0
19837,0.0
19838,0.0
19839,0.0
19840,0.0
19841,0.0
19842,0.0
19843,0.0
19844,0.0
19845,0.0
19846,0.0
19847,0.0
19848,0.0
19849,0.0
19850,0.0
19851,0.0
19852,0.0
19853,0.0
19854,0.0
19855,0.0
19856,0.0
19857,0.0
19858,0.0
19859,0.0
19860,0.0
19861,0.0
19862,0.0
19863,0.0
19864,0.0
19865,0.0
19866,0.0
19867,0.0
19868,0.0
19869,0.0
19870,0.0
19871,0.0
19872,0.0
19873,0.0
19874,0.0
19875,0.0
19876,0.0
19877,0.0
19878,0.0
19879,0.0
19880,0.0
19881,0.0
19882,0.0
19883,0.0
19884,0.0
19885,0.0
19886,0.0
19887,0.0
19888,0.0
19889,0.0
19890,0.0
19891,0.0
19892,0.0
19893,0.0
19894,0.0
19895,0.0
19896,0.0
19897,0.0
19898,0.0
19899,0.0
19900,0.0
19901,0.0
19902,0.0
19903,0.0
19904,0.0
19905,0.0
19906,0.0
19907,0.0
19908,0.0
19909,0.0
19910,0.0
19911,0.0
19912,0.0
19913,0.0
19914,0.0
19915,0.0
19916,0.0
19917,0.0
19918,0.0
19919,0.0
19920,0.0
19921,0.0
19922,0.0
19923,0.0
19924,0.0
19925,0.0
19926,0.0
19927,0.0
19928,0.0
19929,0.0
19930,0.0
19931,0.0
19932,0.0
19933,0.0
19934,0.0
19935,0.0
19936,0.0
19937,0.0
19938,0.0
19939,0.0
19940,0.0
19941,0.0
19942,0.0
19943,0.0
19944,0.0
19945,0.0
19946,0.0
19947,0.0
19948,0.0
19949,0.0
19950,0.0
19951,0.0
19952,0.0
19953,0.0
19954,0.0
19955,0.0
19956,0.0
19957,0.0
19958,0.0
19959,0.0
19960,0.0
19961,0.0
19962,0.0
19963,0.0
19964,0.0
19965,0.0
19966,0.0
19967,0.0
19968,0.0
19969,0.0
19970,0.0
19971,0.0
19972,0.0
19973,0.0
19974,0.0
19975,-0.04030208554652703
19976,-0.010413204305599333
19977,0.005170207018218909
19978,-0.013853291011196811
19979,-0.039516104181329934
19980,0.0
19981,0.0
19982,0.0
19983,0.0
19984,0.0
19985,0.0
19986,0.0
19987,0.0
19988,0.0
19989,0.0
19990,0.0
19991,0.0
19992,0.0
19993,0.0
19994,0.0
19995,0.0
19996,0.0
19997,0.0
19998,0.0
19999,0.0
20000,0.0
20001,0.0
20002,0.0
20003,0.0
20004,0.0
20005,0.0
20006,0.0
20007,0.0
20008,0.0
20009,0.0
20010,0.0
20011,0.0
20012,0.0
20013,0.0
20014,0.0
20015,0.0
20016,0.0
20017,0.0
20018,0.0
20019,0.0
20020,0.0
20021,0.0
20022,0.0
20023,0.0
20024,0.0
20025,0.0
20026,0.0
20027,0.0
20028,0.0
20029,0.0
20030,0.0
20031,0.0
20032,0.0
20033,0.0
20034,0.0
20035,0.0
20036,0.0
20037,0.04815677929905604
20038,0.10299836966550102
20039,-0.00785105223479976
20040,0.027551274837266382
20041,-0.03374388106471693
20042,0.04244437398018164
20043,-0.004890034907478302
20044,-0.008068824947354392
20045,0.006767384122082332
20046,0.020413737695668788
20047,0.02140345673566446
20048,0.04274798019993509
20049,0.0058472013826280644
20050,-0.012332645714516866
20051,0.002330648166728677
20052,-0.04994921350389636
20053,-0.011233737099909935
20054,0.04238507278190995
20055,-0.002285863665387078
20056,0.018987290156683212
20057,-0.010794274574184248
20058,0.008061468764155144
20059,-0.01383503122595442
20060,9.463628261174861e-05
20061,0.028561699051921963
20062,-0.016652141472148774
20063,0.028832759145512643
20064,0.0009138683812970338
20065,0.012797501081567075
20066,-0.0379105483466009
20067,-0.007026056763778543
20068,0.04691851376393741
20069,-0.011082422744128628
20070,0.014198990863292016
20071,-4.19031937628489e-05
20072,0.030013705383553635
20073,0.01526526030644626
20074,0.0007079101319968917
20075,-0.0558703575319216
20076,-0.027365671293993032
20077,0.0035252764517319513
20078,-0.005249707991702657
20079,-0.02164330280426996
20080,-0.003202142493870186
20081,0.03986141867321402
20082,0.0077639591022340415
20083,-0.03658870195595676
20084,-0.01558142885179914
20085,0.01061484937862045
20086,-0.01638824763903468
20087,-0.010093537106537043
20088,0.008448460832582105
20089,0.010855240659998211
20090,0.025298178626284695
20091,0.012263675572221189
20092,0.0004718144831972193
20093,0.0014570278098766654
20094,-0.02387764641058813
20095,0.0
20096,0.0
20097,0.0
20098,0.0
20099,0.0
20100,0.0
20101,0.0
20102,0.0
20103,0.0
20104,0.0
20105,0.0
20106,0.0
20107,0.0
20108,0.0
20109,0.0
20110,0.0
20111,0.0
20112,0.0
20113,0.0
20114,0.0
20115,0.0
20116,0.0
20117,0.0
20118,0.0
20119,0.0
20120,0.0
20121,0.0
20122,0.0
20123,0.0
20124,0.0
20125,0.0
20126,0.0
20127,0.0
20128,0.0
20129,0.0
20130,0.0
20131,0.0
20132,0.0
20133,0.0
20134,0.0
20135,0.0
20136,0.0
20137,0.0
20138,0.0
20139,0.0
20140,0.0
20141,0.0
20142,0.0
20143,0.0
20144,0.0
20145,0.0
20146,0.0
20147,0.0
20148,0.0
20149,0.0
20150,0.0
20151,0.0
20152,0.0
20153,0.0
20154,0.0
20155,0.0
20156,0.0
20157,0.0
20158,0.0
20159,0.0
20160,0.0
20161,0.0
20162,0.0
20163,0.0
20164,0.0
20165,0.0
20166,0.0
20167,0.0
20168,0.0
20169,0.0
20170,0.0
20171,0.0
20172,0.0
20173,0.0
20174,0.0
20175,0.0
20176,0.0
20177,0.0
20178,0.0
20179,0.0
20180,0.0
20181,0.0
20182,0.0
20183,0.0
20184,0.0
20185,0.0
20186,0.0
20187,0.0
20188,0.0
20189,0.0
20190,0.0
20191,0.0
20192,0.0
20193,0.0
20194,0.0
20195,0.0
20196,0.0
20197,0.0
20198,0.0
20199,0.0
20200,0.0
20201,0.0
20202,0.0
20203,0.0
20204,0.0
20205,0.0
20206,0.01368873559451056
20207,-0.007939697201950202
20208,-0.0008998818334843284
20209,0.024613579407891883
20210,0.004116803508263045
20211,-0.010638357164841517
20212,-0.016470466975503584
20213,0.0048374152847727725
20214,0.022170995574119168
20215,0.0020290389679165077
20216,0.06421795208723036
20217,-0.002804624371499198
20218,0.017845046988020696
20219,-0.006597968715249425
20220,-0.01274208110028996
20221,0.012767615008738131
20222,-0.005724099004339123
20223,0.0024721803627976158
20224,-0.002889353127408567
20225,-0.00325959102643536
20226,0.0322672170578604
20227,-0.008271345834351629
20228,0.012088706907607882
20229,0.02614880918566298
20230,0.018717122570968137
20231,-0.03919479452346686
20232,0.004133591381898505
20233,0.011528006509906819
20234,0.003950306864350717
20235,-0.004538044985511469
20236,-0.010615103962183348
20237,-0.02033766746104948
20238,-0.015193425498213675
20239,0.005831583409529939
20240,0.0100490592577549
20241,0.0020357254385126033
20242,-0.004544767948078454
20243,-0.00645331248625769
20244,-0.0059069067968418685
20245,0.0
20246,0.0
20247,0.0
20248,0.0
20249,0.0
20250,0.0
20251,0.0
20252,0.0
20253,0.0
20254,0.0
20255,0.0
20256,0.0
20257,0.0
20258,0.0
20259,0.0
20260,0.0
20261,0.0
20262,0.0
20263,0.0
20264,0.0
20265,0.0
20266,0.0
20267,0.0
20268,0.0
20269,0.0
20270,0.0
20271,0.0
20272,0.0
20273,0.0
20274,0.0
20275,0.0
20276,0.0
20277,0.0
20278,0.0
20279,0.0
20280,0.0
20281,0.0
20282,0.0
20283,0.0
20284,0.0
20285,0.0
20286,0.004437465997983114
20287,-0.010511374792368633
20288,-0.0007194412983727583
20289,-0.004878479293957905
20290,0.00098273041463659
20291,0.02192922223104432
20292,-0.009990711471907332
20293,-0.0034945605691132364
20294,-0.0061405604262733116
20295,0.0025990034716014687
20296,0.01268283689644134
20297,-0.011332108758030257
20298,-0.0009449246804570377
20299,-0.000936492482117024
20300,-0.017618930026484958
20301,-0.021303240176054672
20302,-0.00663366047376146
20303,0.014771247579330682
20304,0.00740949909288946
20305,-0.008042064740672372
20306,0.007557363439418818
20307,-0.007127305543186583
20308,0.0
20309,0.0
20310,0.0
20311,0.0
20312,0.0
20313,0.0
20314,0.0
20315,0.0
20316,0.0
20317,0.0
20318,0.0
20319,0.0
20320,0.0
20321,0.0
20322,0.0
20323,0.0
20324,0.0
20325,0.0
20326,0.0
20327,0.0
20328,0.0
20329,0.0
20330,0.0
20331,0.0
20332,0.0
20333,0.0
20334,0.0
20335,0.0
20336,0.0
20337,0.0
20338,0.0
20339,0.0
20340,0.0
20341,0.0
20342,0.0
20343,0.0
20344,0.0
20345,0.0
20346,0.0
20347,0.0
20348,0.0
20349,0.0
20350,0.0
20351,0.0
20352,0.0
20353,0.0
20354,0.0
20355,0.0
20356,0.0
20357,0.0
20358,0.0
20359,0.0
20360,0.0
20361,0.0
20362,0.0
20363,0.0
20364,0.0
20365,0.0
20366,0.0
20367,0.009639145753962408
20368,-0.02667759465175834
20369,0.016261452474369165
20370,-0.013329440578722873
20371,-0.06616813222631363
20372,0.0
20373,0.0
20374,0.0
20375,0.0
20376,0.0
20377,0.0
20378,0.0
20379,0.0
20380,0.0
20381,0.0
20382,0.0
20383,0.0
20384,0.0
20385,0.0
20386,0.0
20387,0.0
20388,0.0
20389,0.0
20390,0.0
20391,0.0
20392,0.0
20393,0.0
20394,0.0
20395,0.0
20396,0.0
20397,0.0
20398,0.0
20399,0.0
20400,0.0
20401,0.0
20402,0.0
20403,0.0
20404,0.0
20405,0.0
20406,0.0
20407,0.0
20408,0.0
20409,0.0
20410,0.0
20411,0.0
20412,0.0
20413,0.0
20414,0.0
20415,0.0
20416,0.0
20417,0.0
20418,0.0
20419,0.0
20420,0.0
20421,0.0
20422,0.0
20423,0.0
20424,0.0
20425,0.0
20426,0.0
20427,0.0
20428,0.0
20429,0.0
20430,0.0
20431,0.0
20432,0.0
20433,0.0
20434,0.0
20435,0.0
20436,0.0
20437,0.0
20438,0.0
20439,0.0
20440,0.0
20441,0.0
20442,0.0
20443,0.0
20444,0.0
20445,0.0
20446,0.0
20447,0.0
20448,0.0
20449,0.0
20450,0.0
20451,0.0
20452,0.0
20453,0.0
20454,0.0
20455,0.0
20456,0.0
20457,0.0
20458,0.0
20459,0.0
20460,0.0
20461,0.0
20462,0.0
20463,0.0
20464,0.0
20465,0.0
20466,-0.04514415012727757
20467,-0.01611692204498283
20468,0.013893298297359746
20469,0.0005633608354392861
20470,0.00421942473825998
20471,0.015498313833314237
20472,0.011125280950334271
20473,0.045377249516900364
20474,-0.01161480468893994
20475,-0.0011731073359675381
20476,-0.0004532173912654702
20477,0.004184362857875601
20478,0.02863513885181046
20479,-0.019345944795891024
20480,-0.010220145363038613
20481,-0.0005601120448179842
20482,0.052069770668507376
20483,0.004603299036883057
20484,0.06550401024252306
20485,0.02251530935119128
20486,-0.023001704210088736
20487,0.03769942090671896
20488,0.03437208369885747
20489,0.14017431361060217
20490,-0.12192683309102881
20491,0.01828953307907888
20492,-0.015023947392803993
20493,0.0027353755233514576
20494,0.01848798083777703
20495,0.025548184817570818
20496,0.01207989801217968
20497,-0.03895737833844892
20498,-0.014073119396473155
20499,0.014184018291979905
20500,-0.0008695010415125104
20501,0.02016056045635184
20502,0.015443935368111283
20503,-0.008166142549765887
20504,-0.01516751380855963
20505,0.0006480445974648141
20506,0.004891878639983305
20507,0.04416365824308055
20508,0.009246934778849636
20509,-0.06134879012272432
20510,0.007396300878801609
20511,0.023902729458526895
20512,-0.016716637240956178
20513,0.01786966917841526
20514,-0.04642374393153048
20515,0.007148911391331003
20516,-0.06334352775907992
20517,0.02444102029029227
20518,0.0391687374595715
20519,0.012495371731106153
20520,0.01920389706600567
20521,-0.03730355064027946
20522,-0.022160194855752158
20523,-0.0034772661022810514
20524,-0.0049789249066771735
20525,-0.005509677020595349
20526,-0.0039750458198222205
20527,-0.022514339236602954
20528,-0.028420286742171008
20529,0.013024161019872249
20530,0.03602818371042593
20531,0.018478651735228002
20532,-0.008304447304447349
20533,0.022586775090826627
20534,0.015367801675379322
20535,-0.044908560397294295
20536,-0.0026184392160233383
20537,0.0
20538,0.0
20539,0.0
20540,0.0
20541,0.0
20542,0.0
20543,0.0
20544,0.0
20545,0.0
20546,0.0
20547,0.0
20548,0.0
20549,0.0
20550,0.0
20551,0.0
20552,0.0
20553,0.0
20554,0.0
20555,0.0
20556,0.0
20557,0.0
20558,0.0
20559,0.0
20560,0.0
20561,0.0
20562,0.0
20563,0.0
20564,0.0
20565,0.0
20566,0.0
20567,0.0
20568,0.0
20569,0.0
20570,0.0
20571,0.0
20572,0.0
20573,0.0
20574,0.0
20575,0.0
20576,0.0
20577,0.0
20578,0.0
20579,0.0
20580,0.0
20581,0.0
20582,0.0
20583,0.0
20584,0.0
20585,0.0
20586,0.0
20587,0.0
20588,0.0
20589,0.0
20590,0.0
20591,0.0
20592,0.0
20593,0.0
20594,0.0
20595,0.0
20596,0.0
20597,0.0
20598,0.0
20599,0.0
20600,0.0
20601,0.0
20602,0.0
20603,0.0
20604,0.0
20605,0.03088210087259957
20606,0.06509090603552203
20607,0.039215809629688625
20608,0.004002946552806086
20609,0.04429014874779269
20610,0.0028146075264422477
20611,-0.040197179517585946
20612,0.003884607483640612
20613,0.021494312762627588
20614,0.003547869755386346
20615,-0.03438409949181431
20616,0.0007226606611543396
20617,-0.013809371845018514
20618,-0.019988826834709927
20619,-0.00885659986204601
20620,0.009855908615179598
20621,0.01774815108516914
20622,0.024049053316260838
20623,-0.009306202657930251
20624,-0.011867384301658568
20625,0.015335155784759191
20626,-0.011183031839624658
20627,0.02007872226199281
20628,0.02640617445851623
20629,0.021022139071701584
20630,-0.005071913569923314
20631,0.0011359917014532872
20632,0.0075295273950923836
20633,-0.01146751070589147
20634,0.027140628949019585
20635,-0.023868604211432443
20636,-0.02558976409436231
20637,-0.016622157244964297
20638,-0.008960063761459525
20639,-0.008013269983962124
20640,-0.006158994501178183
20641,0.010587267547151002
20642,0.016949532376354437
20643,-0.015090704768020657
20644,-0.014735410406452543
20645,0.005341502690389244
20646,0.0006111032764537505
20647,0.022663530887425565
20648,-0.043466445237727136
20649,0.004423161067327097
20650,0.01430100679038393
20651,-0.0015896863866946553
20652,-0.014117416297744212
20653,0.0017225471363733202
20654,-0.008234689182470278
20655,-0.01993165021620391
20656,0.006636049916341258
20657,0.015360021683597735
20658,0.014731108648877278
20659,-0.0036640167857837636
20660,-0.015922174757281526
20661,0.025139606290459637
20662,-0.0024960842815076045
20663,-0.001083939607290807
20664,-0.01243649221339993
20665,0.029208697373047987
20666,0.0010215004862621502
20667,-0.01188024125950049
20668,0.0007865345288657899
20669,-0.009234256926952122
20670,-0.008714708759914869
20671,0.005282900872694674
20672,-0.00932130519415808
20673,0.007395314279968448
