asset,ts,iso,bar_day,bar_day_str,pdo,today_open,gap_pct,hour_low,hour_high,hour_close,btc_30d_pct,regime_available
BTC,1611986400,2021-01-30T06:00:00Z,18657,2021-01-30,33368.18,34246.28,2.631548978697665,33174.55,33986.4,33503.72,15.640924748552063,True
BTC,1611990000,2021-01-30T07:00:00Z,18657,2021-01-30,33368.18,34246.28,2.631548978697665,33137.8,33850.0,33809.79,17.15505833360189,True
BTC,1611993600,2021-01-30T08:00:00Z,18657,2021-01-30,33368.18,34246.28,2.631548978697665,33400.0,34200.0,34046.8,16.77759580178528,True
BTC,1612674000,2021-02-07T05:00:00Z,18665,2021-02-07,38289.32,39181.01,2.3288217184321955,37923.0,38839.52,38312.99,-0.9204549803821784,True
BTC,1612677600,2021-02-07T06:00:00Z,18665,2021-02-07,38289.32,39181.01,2.3288217184321955,38175.02,38692.04,38511.0,1.4107872890896045,True
BTC,1612681200,2021-02-07T07:00:00Z,18665,2021-02-07,38289.32,39181.01,2.3288217184321955,38282.44,38700.0,38531.35,-0.017100031812815584,True
BTC,1612710000,2021-02-07T15:00:00Z,18665,2021-02-07,38289.32,39181.01,2.3288217184321955,38162.87,38700.0,38214.98,-7.813817344616796,True
BTC,1612713600,2021-02-07T16:00:00Z,18665,2021-02-07,38289.32,39181.01,2.3288217184321955,37580.0,38395.26,37921.11,-7.12230106580898,True
BTC,1612724400,2021-02-07T19:00:00Z,18665,2021-02-07,38289.32,39181.01,2.3288217184321955,37846.66,38342.88,38239.1,-4.211607151132544,True
BTC,1612728000,2021-02-07T20:00:00Z,18665,2021-02-07,38289.32,39181.01,2.3288217184321955,37976.0,38444.0,38050.0,-5.735376782264072,True
BTC,1612731600,2021-02-07T21:00:00Z,18665,2021-02-07,38289.32,39181.01,2.3288217184321955,37660.97,38492.82,38471.95,-1.5033609282332165,True
BTC,1612738800,2021-02-07T23:00:00Z,18665,2021-02-07,38289.32,39181.01,2.3288217184321955,38285.1,38832.99,38797.02,-4.615747723693868,True
BTC,1613358000,2021-02-15T03:00:00Z,18673,2021-02-15,47156.78,48580.47,3.019056856723471,45570.79,48213.83,46874.02,29.398630926960763,True
BTC,1613361600,2021-02-15T04:00:00Z,18673,2021-02-15,47156.78,48580.47,3.019056856723471,46540.67,47269.09,47120.3,28.980382624766936,True
BTC,1613365200,2021-02-15T05:00:00Z,18673,2021-02-15,47156.78,48580.47,3.019056856723471,46174.78,47136.02,46866.57,28.13987544340954,True
BTC,1613372400,2021-02-15T07:00:00Z,18673,2021-02-15,47156.78,48580.47,3.019056856723471,46683.02,47140.0,46887.36,29.837213900370017,True
BTC,1613376000,2021-02-15T08:00:00Z,18673,2021-02-15,47156.78,48580.47,3.019056856723471,46831.61,47441.02,47267.06,29.23374142785508,True
BTC,1613379600,2021-02-15T09:00:00Z,18673,2021-02-15,47156.78,48580.47,3.019056856723471,47112.38,47772.0,47599.99,27.05426232439948,True
BTC,1613383200,2021-02-15T10:00:00Z,18673,2021-02-15,47156.78,48580.47,3.019056856723471,47201.27,47724.64,47505.66,26.855060927234746,True
BTC,1613962800,2021-02-22T03:00:00Z,18680,2021-02-22,55841.19,57412.35,2.8136219876402997,55351.15,57277.99,56855.12,76.26122382167506,True
BTC,1613966400,2021-02-22T04:00:00Z,18680,2021-02-22,55841.19,57412.35,2.8136219876402997,55757.58,57078.5,55860.12,72.594168826149,True
BTC,1613970000,2021-02-22T05:00:00Z,18680,2021-02-22,55841.19,57412.35,2.8136219876402997,55102.77,56258.49,55786.36,71.21828886554268,True
BTC,1613973600,2021-02-22T06:00:00Z,18680,2021-02-22,55841.19,57412.35,2.8136219876402997,55625.11,56372.01,55869.15,67.52067429071742,True
BTC,1613977200,2021-02-22T07:00:00Z,18680,2021-02-22,55841.19,57412.35,2.8136219876402997,55684.74,56377.0,55989.36,70.59467503308186,True
BTC,1613980800,2021-02-22T08:00:00Z,18680,2021-02-22,55841.19,57412.35,2.8136219876402997,55652.45,56550.0,56422.92,71.33585859966148,True
BTC,1613984400,2021-02-22T09:00:00Z,18680,2021-02-22,55841.19,57412.35,2.8136219876402997,55408.92,56623.69,55480.8,68.41330725211002,True
BTC,1613988000,2021-02-22T10:00:00Z,18680,2021-02-22,55841.19,57412.35,2.8136219876402997,54355.0,55800.0,54766.39,68.75310443600023,True
BTC,1614880800,2021-03-04T18:00:00Z,18690,2021-03-04,48436.61,50349.37,3.9489964305924836,48319.36,49927.34,48508.07,39.18514771399886,True
BTC,1614884400,2021-03-04T19:00:00Z,18690,2021-03-04,48436.61,50349.37,3.9489964305924836,47588.52,48666.66,47600.01,34.981075713875356,True
BTC,1614888000,2021-03-04T20:00:00Z,18690,2021-03-04,48436.61,50349.37,3.9489964305924836,47596.29,48394.04,48000.36,34.22157522937038,True
BTC,1614895200,2021-03-04T22:00:00Z,18690,2021-03-04,48436.61,50349.37,3.9489964305924836,47800.0,48434.68,47955.77,34.50670587413649,True
BTC,1614902400,2021-03-05T00:00:00Z,18690,2021-03-04,48436.61,50349.37,3.9489964305924836,48049.0,48710.94,48374.09,36.39475174137433,True
BTC,1615546800,2021-03-12T11:00:00Z,18698,2021-03-12,55851.59,57773.15,3.440475016020144,55826.05,56866.83,56715.97,21.629344263595872,True
BTC,1615557600,2021-03-12T14:00:00Z,18698,2021-03-12,55851.59,57773.15,3.440475016020144,54962.84,56391.25,55689.99,22.056720769941556,True
BTC,1615561200,2021-03-12T15:00:00Z,18698,2021-03-12,55851.59,57773.15,3.440475016020144,55368.42,56252.77,56211.83,25.04266572229642,True
BTC,1615950000,2021-03-17T03:00:00Z,18703,2021-03-17,55605.2,56900.74,2.3298900102868094,55629.34,56283.41,55777.69,18.99489311989884,True
BTC,1615953600,2021-03-17T04:00:00Z,18703,2021-03-17,55605.2,56900.74,2.3298900102868094,55401.02,56152.41,55506.23,17.79685188761532,True
BTC,1615957200,2021-03-17T05:00:00Z,18703,2021-03-17,55605.2,56900.74,2.3298900102868094,55401.01,55861.88,55569.07,18.568672723435917,True
BTC,1615960800,2021-03-17T06:00:00Z,18703,2021-03-17,55605.2,56900.74,2.3298900102868094,55185.42,55970.28,55951.37,19.752543154271113,True
BTC,1615971600,2021-03-17T09:00:00Z,18703,2021-03-17,55605.2,56900.74,2.3298900102868094,55622.94,56052.63,55775.16,17.174730498892973,True
BTC,1615975200,2021-03-17T10:00:00Z,18703,2021-03-17,55605.2,56900.74,2.3298900102868094,54326.27,55871.05,54762.77,15.276306023324363,True
BTC,1616000400,2021-03-17T17:00:00Z,18703,2021-03-17,55605.2,56900.74,2.3298900102868094,54740.0,55600.27,55275.08,13.981081745402001,True
BTC,1616004000,2021-03-17T18:00:00Z,18703,2021-03-17,55605.2,56900.74,2.3298900102868094,55162.6,55659.93,55542.5,14.373677858405012,True
BTC,1616007600,2021-03-17T19:00:00Z,18703,2021-03-17,55605.2,56900.74,2.3298900102868094,55542.5,57576.28,57575.51,19.058545267384623,True
BTC,1617602400,2021-04-05T06:00:00Z,18722,2021-04-05,57051.95,58202.01,2.015811904764,56855.55,57368.53,56897.45,17.323328717171705,True
BTC,1617606000,2021-04-05T07:00:00Z,18722,2021-04-05,57051.95,58202.01,2.015811904764,56790.57,57316.74,57143.59,16.805506724990796,True
BTC,1617609600,2021-04-05T08:00:00Z,18722,2021-04-05,57051.95,58202.01,2.015811904764,56947.64,57371.42,57250.0,17.267225070319363,True
BTC,1617613200,2021-04-05T09:00:00Z,18722,2021-04-05,57051.95,58202.01,2.015811904764,56777.77,57346.8,57149.25,17.49038478143418,True
BTC,1617616800,2021-04-05T10:00:00Z,18722,2021-04-05,57051.95,58202.01,2.015811904764,56980.0,57550.0,57539.15,19.04216604496526,True
BTC,1620565200,2021-05-09T13:00:00Z,18756,2021-05-09,57315.49,58866.53,2.7061445344007367,56235.66,58000.0,56433.53,-3.5393197545884783,True
BTC,1620568800,2021-05-09T14:00:00Z,18756,2021-05-09,57315.49,58866.53,2.7061445344007367,56402.9,57387.77,57220.02,-2.00398526121273,True
BTC,1620572400,2021-05-09T15:00:00Z,18756,2021-05-09,57315.49,58866.53,2.7061445344007367,57111.41,57485.0,57170.9,-2.0349741802733754,True
BTC,1620576000,2021-05-09T16:00:00Z,18756,2021-05-09,57315.49,58866.53,2.7061445344007367,57000.0,57425.2,57379.58,-1.4773695054945024,True
BTC,1620579600,2021-05-09T17:00:00Z,18756,2021-05-09,57315.49,58866.53,2.7061445344007367,57300.01,57883.11,57600.01,-1.0437647618281813,True
BTC,1620583200,2021-05-09T18:00:00Z,18756,2021-05-09,57315.49,58866.53,2.7061445344007367,57262.51,57660.3,57458.73,-1.6203213830029828,True
BTC,1620586800,2021-05-09T19:00:00Z,18756,2021-05-09,57315.49,58866.53,2.7061445344007367,57199.8,57638.2,57439.39,-1.6142862232502386,True
BTC,1620590400,2021-05-09T20:00:00Z,18756,2021-05-09,57315.49,58866.53,2.7061445344007367,57048.96,57569.0,57266.97,-1.890712428981779,True
BTC,1620594000,2021-05-09T21:00:00Z,18756,2021-05-09,57315.49,58866.53,2.7061445344007367,57179.18,57999.0,57844.18,-0.8357039727653957,True
BTC,1621609200,2021-05-21T15:00:00Z,18768,2021-05-21,36671.23,40525.39,10.510037432614057,36600.0,41789.4,37837.27,-32.65245822914092,True
BTC,1621612800,2021-05-21T16:00:00Z,18768,2021-05-21,36671.23,40525.39,10.510037432614057,36444.44,38300.0,36794.57,-34.475311087861456,True
BTC,1621616400,2021-05-21T17:00:00Z,18768,2021-05-21,36671.23,40525.39,10.510037432614057,36100.0,37825.75,37033.57,-33.564695344649024,True
BTC,1621620000,2021-05-21T18:00:00Z,18768,2021-05-21,36671.23,40525.39,10.510037432614057,36619.34,37384.49,37341.74,-32.749102627759505,True
BTC,1621623600,2021-05-21T19:00:00Z,18768,2021-05-21,36671.23,40525.39,10.510037432614057,36346.8,37391.15,37159.65,-32.81124138548285,True
BTC,1621627200,2021-05-21T20:00:00Z,18768,2021-05-21,36671.23,40525.39,10.510037432614057,35501.01,37169.87,36062.12,-34.998260593705325,True
BTC,1621634400,2021-05-21T22:00:00Z,18768,2021-05-21,36671.23,40525.39,10.510037432614057,33488.0,36691.0,36588.77,-33.16604494446878,True
BTC,1621638000,2021-05-21T23:00:00Z,18768,2021-05-21,36671.23,40525.39,10.510037432614057,36000.0,37337.41,36663.99,-32.09961047641219,True
BTC,1621641600,2021-05-22T00:00:00Z,18768,2021-05-21,36671.23,40525.39,10.510037432614057,36300.0,37447.0,37252.01,-30.742421631144552,True
BTC,1622077200,2021-05-27T01:00:00Z,18774,2021-05-27,38324.72,39241.92,2.393233401313818,38356.09,39243.1,38615.78,-28.032650134110217,True
BTC,1622080800,2021-05-27T02:00:00Z,18774,2021-05-27,38324.72,39241.92,2.393233401313818,37502.0,38714.27,37625.31,-30.02836222340045,True
BTC,1622098800,2021-05-27T07:00:00Z,18774,2021-05-27,38324.72,39241.92,2.393233401313818,37881.08,38300.0,38246.67,-30.079648499442595,True
BTC,1622102400,2021-05-27T08:00:00Z,18774,2021-05-27,38324.72,39241.92,2.393233401313818,38033.7,38407.42,38275.47,-29.827733096024733,True
BTC,1622106000,2021-05-27T09:00:00Z,18774,2021-05-27,38324.72,39241.92,2.393233401313818,37826.08,39173.62,38824.34,-28.671286530980893,True
BTC,1622152800,2021-05-27T22:00:00Z,18774,2021-05-27,38324.72,39241.92,2.393233401313818,38195.19,39187.35,38978.69,-29.48261329791304,True
