time,entry,risk_pct,exit_reason,gross_r,net_r,cost_r,hold_bars,symbol,n_days,target_r,event_ts
2024-11-20 16:30:00+00:00,93580.4,2.0078741339173765,stop,-0.9999999999999968,-1.089647053547531,0.08964705354753426,44,BTCUSDT,1,1.0,2024-11-20 16:15:00+00:00
2024-11-19 13:30:00+00:00,92245.5,2.0302027747990468,stop,-0.9999999999999996,-1.0886610944652146,0.08866109446521504,96,BTCUSDT,1,1.0,2024-11-19 13:15:00+00:00
2024-11-18 11:15:00+00:00,91218.0,1.771287065491583,target,1.0,0.8983789790447971,0.10162102095520287,9,BTCUSDT,1,1.0,2024-11-18 11:00:00+00:00
2025-01-12 02:30:00+00:00,94503.6,1.099140038952062,stop,-1.0,-1.1637643918163647,0.16376439181636482,88,BTCUSDT,1,1.0,2025-01-12 02:15:00+00:00
2025-01-10 08:30:00+00:00,94646.5,2.172497350002166,target,0.9999999999999973,0.9171460439296617,0.08285395607033563,27,BTCUSDT,1,1.0,2025-01-10 08:15:00+00:00
2025-01-07 02:45:00+00:00,101770.0,1.616865356299059,target,0.9999999999999983,0.8886734759336946,0.11132652406630376,49,BTCUSDT,1,1.0,2025-01-07 02:30:00+00:00
2025-01-06 02:30:00+00:00,98728.4,1.1430067178706955,stop,-1.0000000000000013,-1.1574793893909243,0.1574793893909229,14,BTCUSDT,1,1.0,2025-01-06 02:15:00+00:00
2025-01-05 01:45:00+00:00,98125.0,0.9384151881158022,stop,-1.0000000000000029,-1.1918127522652482,0.19181275226524538,98,BTCUSDT,1,1.0,2025-01-05 01:30:00+00:00
2025-01-03 23:15:00+00:00,98233.1,1.3229241751274279,timeout,-0.16144056970784892,-0.29750278958727766,0.13606221987942874,193,BTCUSDT,1,1.0,2025-01-03 23:00:00+00:00
2025-01-02 23:00:00+00:00,96863.8,1.8488341642312858,stop,-1.000000000000003,-1.097358650917643,0.09735865091763975,80,BTCUSDT,1,1.0,2025-01-02 22:45:00+00:00
2025-01-01 22:30:00+00:00,94724.8,1.4680358863226088,stop,-1.0000000000000002,-1.1226128064559073,0.12261280645590704,42,BTCUSDT,1,1.0,2025-01-01 22:15:00+00:00
2024-12-30 20:30:00+00:00,94615.2,2.0010415047937897,target,1.000000000000001,0.9100468433219495,0.08995315667805165,5,BTCUSDT,1,1.0,2024-12-30 20:15:00+00:00
2024-12-28 22:45:00+00:00,95108.0,1.1573142555081266,target,1.0000000000000064,0.8444674822388994,0.155532517761107,64,BTCUSDT,1,1.0,2024-12-28 22:30:00+00:00
2024-12-27 14:15:00+00:00,96094.6,1.9974471833251468,target,1.000000000000002,0.9098849764325931,0.09011502356740883,6,BTCUSDT,1,1.0,2024-12-27 14:00:00+00:00
2024-12-25 21:15:00+00:00,98895.5,1.6495866277678046,target,0.9999999999999974,0.890881753664809,0.10911824633518838,44,BTCUSDT,1,1.0,2024-12-25 21:00:00+00:00
